+, 0,  -1.6122,  19.9580
+, 1,  -0.7485,   3.4972
+, 2,  -1.0211,   1.9955
+, 3,   0.2091,  -0.0742
-, 0,  -1.0494,  23.6242
-, 1,  -0.8255,   5.4336
-, 2,  -0.8379,   2.6489
-, 3,  -0.9946,   2.2732
