+, 0,  -1.9509,  26.1462
+, 1,  -0.7694,   6.0448
+, 2,  -0.1644,   0.6726
+, 3,  -0.6147,   0.7524
-, 0,  -1.2446,  20.9935
-, 1,  -1.0476,   4.8238
-, 2,  -1.2314,   2.8395
-, 3,  -0.8568,   1.6976
