# Linear depth calibration data (by strip) for D06
#
# Format: [+/-], [Strip#], [Timing Mean Front], [Timing Mean Back],
#            [Timing FWHM Front], [Timing FWHM Back]
#
# Provides mean timing in a given strip for events at front and back
# surfaces of the detector.  Back is defined as the face of detectors
# closest to the dewar, and Front is the other face.
#
# Data file used in analysis for front: time_hist_ctd_fit_D06_0060_081007_front.idlsave
# Data file used in analysis for back:  time_hist_ctd_fit_D06_0060_081007_back.idlsave
# Nuclear line used in analysis: Am-241 60 keV
#
# Analysis performed by Mark Bandstra on Thu Dec 11 12:49:08 2008
# Note: -27 was dead, so replaced its entry with values similar to its neighbors.
#
+,  1,  220.460,   97.138,   35.361,   34.102
+,  2,  222.434,   95.546,   34.510,   30.873
+,  3,  223.158,   95.052,   34.602,   28.102
+,  4,  218.838,   89.165,   34.600,   29.689
+,  5,  220.975,   94.755,   33.265,   29.023
+,  6,  210.513,   77.768,   35.449,   32.887
+,  7,  218.242,   91.861,   34.518,   28.276
+,  8,  219.778,   94.636,   35.545,   29.777
+,  9,  223.732,   98.035,   33.677,   29.512
+, 10,  217.892,   91.895,   33.189,   29.230
+, 11,  222.424,   97.688,   35.166,   30.118
+, 12,  221.475,   93.635,   32.082,   27.979
+, 13,  220.159,   94.888,   35.203,   30.029
+, 14,  222.159,   97.183,   32.739,   28.444
+, 15,  215.531,   91.165,   33.657,   25.781
+, 16,  220.272,   91.847,   32.058,   28.134
+, 17,  222.500,   96.085,   35.477,   27.865
+, 18,  219.895,   98.519,   36.145,   30.183
+, 19,  217.174,   91.103,   34.672,   29.229
+, 20,  216.414,   92.854,   35.423,   24.348
+, 21,  221.601,   97.558,   34.672,   26.910
+, 22,  216.355,   90.929,   32.430,   28.932
+, 23,  222.174,   98.599,   37.255,   31.548
+, 24,  218.443,   93.314,   35.034,   27.022
+, 25,  220.811,   91.172,   34.071,   25.868
+, 26,  214.934,   93.229,   33.155,   29.327
+, 27,  222.953,   96.904,   34.577,   25.669
+, 28,  221.196,   93.527,   34.940,   30.049
+, 29,  219.310,   92.500,   32.494,   28.426
+, 30,  219.331,   92.415,   33.780,   18.800
+, 31,  220.904,   93.903,   34.834,   30.001
+, 32,  215.700,   92.267,   34.350,   29.163
+, 33,  221.567,   96.198,   29.382,   29.341
+, 34,  210.373,   89.120,   34.078,   26.555
+, 35,  219.886,   96.084,   33.974,   28.826
+, 36,  218.955,   94.826,   34.739,   31.136
+, 37,  219.688,   98.606,   32.205,   28.376
-,  1,  103.007,  258.471,   34.010,   35.767
-,  2,  108.578,  264.325,   31.522,   37.481
-,  3,   99.083,  261.318,   18.800,   33.439
-,  4,  100.862,  257.374,   30.402,   33.277
-,  5,  101.932,  260.859,   30.758,   34.328
-,  6,  107.101,  264.811,   30.693,   37.306
-,  7,  103.271,  263.394,   31.280,   34.892
-,  8,  106.650,  264.504,   31.471,   40.611
-,  9,  103.841,  261.100,   32.094,   37.619
-, 10,  103.884,  261.768,   32.353,   36.739
-, 11,  105.716,  264.343,   30.922,   37.177
-, 12,  105.409,  264.626,   31.546,   38.107
-, 13,   97.919,  257.927,   29.883,   36.149
-, 14,  103.652,  264.411,   28.043,   37.722
-, 15,  100.612,  254.074,   18.800,   33.588
-, 16,  101.019,  262.147,   30.532,   38.714
-, 17,  105.059,  266.116,   25.075,   35.889
-, 18,   98.869,  259.260,   34.784,   40.104
-, 19,  106.180,  264.075,   31.176,   38.170
-, 20,  104.853,  266.620,   30.846,   31.947
-, 21,  104.533,  262.484,   32.064,   34.078
-, 22,  101.406,  261.740,   31.092,   37.280
-, 23,  103.534,  264.672,   31.575,   38.154
-, 24,  105.732,  266.466,   29.124,   35.651
-, 25,  102.458,  261.880,   20.152,   36.325
-, 26,  108.178,  266.605,   32.810,   38.490
-, 27,  108.000,  265.000,   32.000,   38.000
-, 28,  105.321,  265.858,   31.485,   37.480
-, 29,  103.971,  264.659,   33.394,   39.997
-, 30,  102.013,  262.378,   32.195,   37.723
-, 31,  105.628,  266.096,   31.125,   37.123
-, 32,  106.752,  267.143,   33.000,   38.929
-, 33,  100.143,  259.198,   31.538,   38.313
-, 34,  104.115,  262.859,   31.432,   37.012
-, 35,  101.840,  261.635,   28.164,   36.723
-, 36,  104.147,  261.959,   31.244,   37.572
-, 37,   98.270,  244.446,   18.800,   35.333
