+, 0,  -3.6316,  28.4951
+, 1,  -1.0147,   5.3945
+, 2,  -0.6910,   1.0229
+, 3,  -1.3372,   1.7209
-, 0,  -1.9646,  20.9717
-, 1,  -0.7487,   3.7964
-, 2,  -0.7231,   1.8092
-, 3,  -1.0512,   1.8783
