+, 0,  -2.5348,  25.7000
+, 1,  -0.6415,   4.9054
+, 2,  -0.1783,   0.9811
+, 3,  -0.7095,   0.9413
-, 0,  -1.6957,  22.4766
-, 1,  -0.8034,   4.0798
-, 2,  -0.7426,   1.9977
-, 3,  -0.9645,   1.8304
