+, 0,  -0.8010,  20.1022
+, 1,  -0.5383,   3.4213
+, 2,  -0.7670,   1.6677
+, 3,  -0.6864,   1.0841
-, 0,  -0.9717,  22.4985
-, 1,  -0.8348,   5.2244
-, 2,  -0.7428,   2.4142
-, 3,  -0.8011,   1.7155
