# DetID,Strip voltage, StripID,TAC_calibration,TAC_calibration_error,TAC_offset,TAC_offset_error
0,l,32,0.3988278228685138,0.001175706944906189,-547.9090126891506,13.021990337521729
0,l,33,0.4047017691871669,0.0006566623953204651,-501.3056373525709,7.0929199640647305
0,l,34,0.4084964840403827,0.0005990288718039398,-501.858019754089,6.411086092884531
0,l,35,0.405130574043769,0.000503063708651596,-436.5250870277092,5.348712130072619
0,l,36,0.4036058554114136,0.0006592177976496277,-454.2488156552282,7.064020715461835
0,l,37,0.408940010481829,2.542265076130676e-05,-445.6797674812648,0.2683441128135643
0,l,38,0.4137825393897462,0.0006697032216325988,-478.6642470167884,7.038869522966706
0,l,39,0.4048655262130185,0.0003487527583247986,-413.1222335806537,3.690578801132726
0,l,40,0.39786401749141004,0.0003292671016152954,-414.5627109141337,3.546870234891283
0,l,41,0.4094023014138519,0.0001827450451917877,-439.5432724567105,1.9240514729036724
0,l,42,0.40995038972634595,0.0010236164213712463,-551.2345928174944,11.038049492321566
0,l,43,0.39608149234588563,0.0004693395628583527,-424.7523692286024,5.090394818508631
0,l,44,0.39997747930256833,0.0005276288716074677,-436.827071998185,5.6825635119823055
0,l,45,0.40302187356429836,0.001607937072414398,-553.9808313685023,17.647894908262668
0,l,46,0.4089479339267609,0.0010990235558888855,-501.2510220701895,11.747665323139262
0,l,47,0.40873553830914955,0.0007014694667743377,-503.9296114237111,7.506570471520891
0,l,48,0.4046905836747333,0.0011773300043787995,-524.846244399065,12.784832221033287
0,l,49,0.4061736190399921,0.0007841732758350219,-493.6616148488199,8.424968052498556
0,l,50,0.40464962130100024,0.0007850544405405273,-515.7205196731524,8.508434360897954
0,l,51,0.4023092855285058,0.00028934964049801633,-422.5075042976498,3.088075085044764
0,l,52,0.40516333390849585,0.0007654241546169129,-459.1004445542651,8.17961529195468
0,l,53,0.39761938425873206,0.0007193012626719055,-457.92267716159495,7.830465223168655
0,l,54,0.41143423553841796,0.00029463872452780153,-429.51453090185385,3.0797317218743667
0,l,55,0.4137207073002214,0.0004875151124929962,-468.3611607050234,5.112781121458452
0,l,56,0.4031656488971071,0.0003946817149988404,-414.39786904164345,4.195450751187006
0,l,57,0.4102521404835639,0.0010033548140310669,-544.6864280711495,10.795794473707836
0,l,58,0.41578097962589056,0.00038740423659483334,-465.9007040624269,4.04048112743834
0,l,59,0.41217528814774573,0.00041164620077725224,-441.73167301972455,4.307060310098502
0,l,60,0.40273137353600635,0.0009128464214819336,-536.1406008224263,9.986251232832672
0,l,61,0.4028749945457471,0.0004832273057162933,-428.9415015493247,5.157598622719527
0,l,62,0.4088739837363213,0.0007372769856913147,-508.4446157187188,7.895117014907237
0,l,63,0.402718959558031,0.0007493608707781219,-505.2801533374942,8.141350153775132
0,l,0,0.42779920010189637,0.0004362518729937744,-457.97334913539765,4.414145880050023
0,l,1,0.42951969388484085,0.0008933828518705749,-574.3719115301219,9.242280094405167
0,l,2,0.42494666676196396,0.0003534689327669372,-452.8403024797972,3.5963156110836803
0,l,3,0.430962028967569,0.0005617645823502045,-551.1576679669201,5.762280021669011
0,l,4,0.4268725363107419,0.00028152677256130983,-451.4752018398148,2.850540210746349
0,l,5,0.4300525279306005,0.0006333539550451354,-538.5294987749256,6.49198692401431
0,l,6,0.4233981631817393,0.0007785370735962678,-526.5950178489887,8.083898868408347
0,l,7,0.4287074609300845,0.0007979184735225525,-573.3002710223899,8.268346560968547
0,l,8,0.42309082696202394,0.000773647063122055,-555.4138249114146,8.090974313474637
0,l,9,0.4325865411913777,0.00053047950166568,-553.6395907030216,5.423944632724404
0,l,10,0.4304132573793973,0.0008751289764664307,-588.6956786979677,9.06339713125366
0,l,11,0.4258932834693005,0.00036256920301261906,-473.2682425374619,3.697863269466987
0,l,12,0.43076618541732686,0.000295819283118042,-482.5723760681845,2.9892518524007152
0,l,13,0.42939365493891996,0.0005388483688509827,-496.18595989969737,5.479321224506148
0,l,14,0.4282873732686663,0.0007643635622930298,-581.5490664103568,7.942940657615288
0,l,15,0.4302847965911086,0.0005610378562148133,-501.0430531549412,5.699390996225478
0,l,16,0.4295437461442384,0.0006965494570093536,-555.8903813007018,7.1759977014965495
0,l,17,0.42709645582030437,0.0005269545804560089,-479.58295247012416,5.366985656517002
0,l,18,0.43005348146787736,0.00029323291744345095,-462.44828895163016,2.9544887002131426
0,l,19,0.43630229375367247,0.00039313051672787473,-566.6539622519199,3.996948695116934
0,l,20,0.4307832291701668,0.000550661086653778,-576.8477489365719,5.683149407099378
0,l,21,0.428903662457258,0.0006720379912801514,-494.01411518158056,6.83811886881567
0,l,22,0.42343318077715875,0.0008514419124712066,-550.9399945084233,8.888490246871756
0,l,23,0.43365441012935557,0.0006161615310381775,-525.2350634096459,6.244659524285049
0,l,24,0.4429911502425743,0.00043426045681228635,-466.66365676762297,4.251713074362886
0,l,25,0.4288261987302472,0.0010372026074035035,-571.4908331497282,10.74060568461948
0,l,26,0.4335571311410773,0.000756215990000824,-569.3779480710734,7.741800971037189
0,l,27,0.4339873938558715,0.0007176118672000123,-552.7850909185652,7.312220677535062
0,l,28,0.43438564249998907,0.0008165217090063323,-581.3333596151666,8.365426708289748
0,l,29,0.4326599067624734,0.0003315947167195892,-456.0677535159512,3.316054360563604
0,l,30,0.42504270214055123,0.0002831683144387207,-438.4165562899675,2.870922343648942
0,l,31,0.43998882278237367,0.00041134316593325807,-441.2485524634755,4.031377243951376
0,h,32,0.43373268946926363,0.00028119510162046815,-568.5106768967241,2.877029640324034
0,h,33,0.42445465512991953,0.0003088766719048767,-561.6118436735127,3.224374831703825
0,h,34,0.43077926407679545,0.000681466469366043,-601.8613391669611,7.072272234443845
0,h,35,0.4344814661910724,0.0003020065024736633,-555.1445442470424,3.075463276632634
0,h,36,0.4350364432709553,0.00023384943345077517,-548.1364592606782,2.3746337073228045
0,h,37,0.4158380414922455,0.0006375605799737702,-550.6631977331014,6.776856436515429
0,h,38,0.4261098524437637,0.00023816903721447753,-475.257610510794,2.428961693454695
0,h,39,0.41682542957779906,0.0006608920085424347,-565.1781045234919,7.030932190408146
0,h,40,0.4251614946960371,0.0009327059436262817,-619.9486044998263,9.84672094019631
0,h,41,0.4275156696037694,0.00029172653169342043,-545.0892765554685,3.01240964611642
0,h,42,0.42111429559351093,0.0002468106988536224,-511.0177438035552,2.567634629593391
0,h,43,0.4295247587837814,0.0003179016050237274,-482.7310021820907,3.221793965547376
0,h,44,0.4280557107853467,0.0003149741561596985,-512.7768351783219,3.224897478643697
0,h,45,0.4406879469886995,0.0002632492348087921,-483.5591150020394,2.6008224685402714
0,h,46,0.4251326199071837,0.00014037304604144288,-464.4123881585464,1.4313490658146104
0,h,47,0.41420634484230306,0.0004948592588549194,-483.6065438284067,5.201688801847238
0,h,48,0.43686145749259975,0.0003641897744551544,-600.0559446206161,3.7254617248075097
0,h,49,0.43119190593894224,0.0001487443058711548,-476.4820713193346,1.4995032642306605
0,h,50,0.4235426097857397,0.0004984732872487335,-543.3697375661798,5.193592774099145
0,h,51,0.4381494023191623,0.0002641383045904083,-568.1460544423612,2.675054746150757
0,h,52,0.4162653501839534,0.0002305276680621338,-461.4263959215552,2.3990749518516905
0,h,53,0.4259168377826421,0.0003002546476713257,-480.96239845811374,3.067496214433145
0,h,54,0.4226519676165779,0.0003570712695237427,-548.9340197253522,3.732805331475416
0,h,55,0.42940929161200386,0.00014686537678941346,-530.946734148714,1.505090701844438
0,h,56,0.4224499797860458,0.0005281246950449982,-555.4091447004034,5.5316196243401645
0,h,57,0.427774565247596,0.0006043843369711151,-573.3896148228023,6.276652461390756
0,h,58,0.43278282892652725,0.0005392093770750428,-570.0593176582399,5.53089905294266
0,h,59,0.4318427412330484,9.463753466485595e-05,-494.42161834662215,0.9564899815672372
0,h,60,0.43491981973291965,0.00029482330877806095,-591.2399357428166,3.0234440504557303
0,h,61,0.4264234640798191,0.0003375874341495361,-497.8831843231508,3.458020480350401
0,h,62,0.42969716175649925,0.00035642371668957517,-534.2690639414135,3.6529378784048263
0,h,63,0.43216775285878,0.00022761233248129272,-529.9532393723131,2.3171883238044995
0,h,0,0.4238604551015601,0.0003684754346216278,-529.0080783345409,3.82394323831177
0,h,1,0.41307098965767103,0.0004151231104781036,-429.7347869614052,4.322128101391671
0,h,2,0.4200631542598169,0.0002547218653059082,-418.3127490599845,2.601105124820139
0,h,3,0.4311370868802845,0.0006274316912357179,-569.8353482981133,6.460077735250766
0,h,4,0.4243677241180463,0.0002512850473231048,-520.2666138245951,2.5995456722870096
0,h,5,0.4267723885110627,0.00026904043421081543,-478.3709166008228,2.7414798880457325
0,h,6,0.42399088455456513,0.00020219461014450073,-455.4855431790212,2.0630801253962328
0,h,7,0.4255344750990553,0.0004970290085269623,-565.8091944370286,5.18017739649245
0,h,8,0.415141071987537,0.0007261437084651337,-550.6189940400875,7.731319525535586
0,h,9,0.4133931442296365,0.0008375343738185883,-567.1892309300628,8.988151019820236
0,h,10,0.4128223173322642,0.0005755979858312988,-515.1589190393001,6.1140678796535335
0,h,11,0.41756837414088943,0.0005547436204080505,-461.6283205624502,5.755402288675471
0,h,12,0.41822294396455956,0.0006113234613453063,-562.0561204945843,6.477357717507218
0,h,13,0.426157660173217,0.0007316664006591187,-571.8724930103787,7.624760248075301
