### 0
1.0021913813103647,1.0008978532673891,2.592863765655192,0.19017051101849727
z_depth_cm,e_CCE_HV,h_CCE_HV,e_CCE_LV,h_CCE_LV
-0.7992,0.99619165407855,1.0,0.9995161443055,1.0
-0.788554656,0.9962388595166164,1.0,0.999557779497944,0.9999974509063444
-0.777909312,0.9962846487915408,1.0,0.9995948829687612,0.9999932024169184
-0.767263968,0.9963286442598188,1.0,0.9996253776788728,0.9999837613293052
-0.756618624,0.9963737726586104,1.0,0.9996532288847026,0.9999719599697884
-0.7459732800000001,0.9964187122356496,1.0,0.9996776812993124,0.9999563821752266
-0.735327936,0.9964609138972812,1.0,0.9996975075814288,0.9999391049848942
-0.724682592,0.9965045317220544,1.0,0.9997160121114036,0.999920506042296
-0.714037248,0.9965453172205436,1.0,0.9997325340131672,0.9999009629909368
-0.703391904,0.9965863859516616,1.0,0.999746223588914,0.9998807590634442
-0.69274656,0.9966275490936556,1.0,0.999758780234254,0.999859422205438
-0.6821012160000001,0.9966667296072508,0.999999905589124,0.9997721865773992,0.999837330060423
-0.671455872,0.996706004531722,0.999999905589124,0.9997822885401918,0.9998141993957704
-0.6608105280000001,0.99674414652568,0.999999905589124,0.999791824037781,0.9997920128398792
-0.650165184,0.9967829493957704,0.9999994335347432,0.9998009818919013,0.9997673716012084
-0.63951984,0.9968200528700908,0.9999994335347432,0.999809950924287,0.9997445241691842
-0.628874496,0.9968576283987916,0.9999993391238672,0.9998177870262664,0.9997196941087614
-0.618229152,0.9968944486404834,0.9999991503021148,0.9998235460891668,0.999696091389728
-0.607583808,0.9969314577039274,0.9999991503021148,0.9998300604390048,0.9996708836858008
-0.5969384640000001,0.9969663897280968,0.9999990558912386,0.9998383685953204,0.999646997734139
-0.58629312,0.9970016993957704,0.999997167673716,0.9998425226734778,0.9996219788519638
-0.575647776,0.9970371978851964,0.999997167673716,0.9998487537907144,0.9995967711480362
-0.565002432,0.9970721299093654,0.999997167673716,0.9998545128536148,0.9995735460725076
-0.5543570879999999,0.997105740181269,0.99999707326284,0.9998583836991708,0.9995476774924472
-0.543711744,0.9971404833836858,0.99999707326284,0.9998640483512038,0.9995235083081572
-0.5330663999999999,0.9971728663141994,0.9999966012084592,0.9998678247858928,0.9994983950151056
-0.522421056,0.9972070430513594,0.999996506797583,0.999873489437926,0.999473092900302
-0.511775712,0.997239331570997,0.9999963179758308,0.9998766994074112,0.9994497734138972
-0.501130368,0.997272753021148,0.9999962235649548,0.9998801926094985,0.9994239048338368
-0.490485024,0.9973044750755288,0.999994240936556,0.9998854796180628,0.9993996412386706
-0.47983968,0.9973377077039276,0.999994240936556,0.999886895781071,0.9993747167673716
-0.469194336,0.9973685800604232,0.9999941465256798,0.9998918995570336,0.999349414652568
-0.458548992,0.9973994524169184,0.9999936744712992,0.9998953927591208,0.9993261895770392
-0.44790364800000004,0.9974314577039276,0.9999936744712992,0.9998965256895276,0.9993005098187312
-0.43725830400000004,0.9974625188821752,0.9999933912386708,0.9999011518220212,0.9992765294561932
-0.42661296000000004,0.9974927303625378,0.999991408610272,0.9999048338458428,0.9992516993957704
-0.415967616,0.997522753021148,0.999991408610272,0.999905777954515,0.9992265861027192
-0.405322272,0.9975528700906344,0.9999913141993956,0.9999087046913988,0.999203077794562
-0.394676928,0.9975841200906344,0.9999908421450152,0.9999115370174152,0.999178247734139
-0.38403158400000004,0.997613670694864,0.9999908421450152,0.999914369343432,0.999154833836858
-0.37338624,0.9976428436555892,0.9999905589123866,0.999915313452104,0.999129342900302
-0.362740896,0.9976723942598188,0.9999904645015104,0.9999181457781208,0.9991055513595166
-0.352095552,0.9977010951661632,0.9999904645015104,0.9999209781041372,0.9990810989425982
-0.34145020800000003,0.9977297016616312,0.9999903700906344,0.9999238104301538,0.9990562688821754
-0.330804864,0.997758591389728,0.9999898980362538,0.999924754538826,0.9990328549848942
-0.32015952,0.997786914652568,0.9999896148036254,0.9999271148105064,0.9990081193353476
-0.30951417600000003,0.997815332326284,0.9999876321752268,0.9999299471365232,0.9989851774924472
-0.29886883200000003,0.9978436555891238,0.9999876321752268,0.9999323074082036,0.9989604418429002
-0.28822348799999997,0.997871978851964,0.9999870657099698,0.9999334403386102,0.998937594410876
-0.27757814399999997,0.9978993580060423,0.9999867824773414,0.9999342900364152,0.9989129531722056
-0.2669328,0.997927398036254,0.9999867824773414,0.9999371223624318,0.9988901057401812
-0.256287456,0.997955249244713,0.9999847054380664,0.9999393882232452,0.9988653700906344
-0.245642112,0.9979813066465256,0.9999846110271904,0.9999406155645189,0.9988427114803624
-0.23499676799999997,0.9980079305135952,0.9999841389728096,0.9999428814253324,0.9988183534743202
-0.22435142400000002,0.9980353096676736,0.9999838557401812,0.9999434478905356,0.9987957892749244
-0.21370608,0.9980622167673716,0.9999818731117824,0.9999459025730832,0.998771997734139
-0.203060736,0.9980889350453171,0.9999816842900302,0.9999468466817554,0.9987489614803624
-0.192415392,0.998116408610272,0.9999811178247736,0.9999494901860376,0.9987255475830816
-0.18177004800000002,0.9981409554380666,0.9999810234138974,0.9999516616359836,0.998701756042296
-0.171124704,0.9981680513595166,0.9999809290030212,0.9999525113337884,0.9986800415407856
-0.16047936000000002,0.9981942031722054,0.9999803625377643,0.9999527945663902,0.9986556835347432
-0.149834016,0.9982206382175228,0.999980079305136,0.999953549853328,0.9986329305135953
-0.139188672,0.9982448074018128,0.9999780966767372,0.9999560989467428,0.9986087613293052
-0.12854332799999998,0.99827124244713,0.9999780966767372,0.999958270396689,0.9985861971299094
-0.117897984,0.9982974886706948,0.9999773413897282,0.9999590256836268,0.9985631608761332
-0.10725264000000001,0.9983213746223564,0.9999752643504533,0.99996129154444,0.9985401246223564
-0.096607296,0.998347243202417,0.9999751699395772,0.9999619524205106,0.9985177492447131
-0.085961952,0.9983733006042296,0.999974509063444,0.9999622356531124,0.99849414652568
-0.075316608,0.9983968089123868,0.9999726208459216,0.9999628965291828,0.99847167673716
-0.06467126399999999,0.9984228663141994,0.9999723376132932,0.9999649735682616,0.9984475075528702
-0.054025920000000005,0.9984468466767372,0.9999717711480364,0.9999656344443322,0.9984255098187312
-0.043380576,0.9984720543806648,0.999971487915408,0.999967805894278,0.99840332326284
-0.032735231999999996,0.9984972620845922,0.9999713935045316,0.9999684667703486,0.9983800037764352
-0.022089888,0.9985202983383684,0.9999706382175226,0.999968655592083,0.9983574395770394
-0.011444544,0.9985451283987916,0.9999686555891238,0.9999708270420292,0.9983334592145016
-0.0007992000000000001,0.9985691087613294,0.9999685611782476,0.9999714879180998,0.9983118391238672
0.009846144,0.998593844410876,0.9999678058912388,0.999971582328967,0.998289746978852
0.020491488,0.9986175415407856,0.9999657288519638,0.9999722432050376,0.9982661442598189
0.031136831999999996,0.9986417107250756,0.9999651623867069,0.999972432026772,0.9982440521148036
0.041782176,0.9986652190332328,0.9999648791540786,0.9999745090658508,0.998220827039275
0.052427520000000005,0.998689010574018,0.9999628021148036,0.999975075531054,0.9981983572507552
0.06307286399999999,0.9987122356495468,0.9999620468277944,0.9999753587636556,0.9981767371601208
0.073718208,0.9987364048338369,0.9999619524169184,0.9999774358027346,0.9981528512084592
0.084363552,0.998758402567976,0.9999613859516616,0.999978002267938,0.998131325528701
0.095008896,0.9987824773413896,0.9999591200906344,0.9999781910896725,0.9981096110271904
0.10565424000000001,0.9988052303625377,0.9999585536253776,0.999980173717884,0.9980859138972812
0.116299584,0.998829493957704,0.9999582703927492,0.9999808345939544,0.9980640105740182
0.12694492799999998,0.9988516805135952,0.9999556268882176,0.999981023415689,0.9980422960725076
0.137590272,0.998874244712991,0.9999553436555892,0.999981117826556,0.998019165407855
0.148235616,0.9988970921450152,0.999953172205438,0.9999813066482904,0.9979970732628398
0.15888096000000002,0.9989192787009064,0.9999525113293052,0.9999817787026268,0.9979750755287008
0.169526304,0.9989432590634442,0.9999519448640484,0.999981967524361,0.9979525113293052
0.18017164800000002,0.9989646903323264,0.9999506231117824,0.99998404456344,0.9979306080060424
0.190816992,0.9989859327794562,0.9999490181268884,0.9999846110286432,0.9979086102719034
0.201462336,0.9990100075528702,0.999946752265861,0.9999847998503776,0.9978860460725076
0.21210768,0.99903125,0.999945996978852,0.9999847998503776,0.9978643315709972
