00010	18.885895	43.021574	9.677740
00011	21.313770	41.863599	9.915704
00020	17.778354	39.174130	10.317137
00021	16.414034	36.622391	6.143673
00030	18.485616	39.499327	15.553024
00031	16.568904	30.387337	15.096116
00040	17.076485	25.769893	20.829444
00041	17.098902	40.005315	8.353700
00050	21.927031	40.545925	16.041069
00051	20.052360	22.714191	15.316513
00060	19.309328	31.231141	24.816074
00061	19.469277	0.000000	20.816699
00070	23.918791	42.664451	10.960613
00071	18.606191	36.460067	13.076491
00080	25.801060	46.168123	10.693959
00081	20.302195	42.243300	8.540018
00090	21.024914	23.401437	1.244892
00091	18.900764	25.693992	12.891149
00100	21.397246	0.000000	31.710924
00101	17.551583	2.044412	21.260214
00110	20.201071	41.127351	12.135686
00111	17.568578	25.685228	21.900444
00120	22.969532	42.017200	12.193217
00121	17.287726	36.077973	10.021275
00130	24.052507	37.532576	16.797935
00131	14.528379	34.686998	15.320638
00140	21.481056	39.582903	12.289442
00141	19.790219	20.172949	13.038557
00150	18.610455	28.105532	24.893294
00151	16.925393	28.266133	13.538374
00160	18.676857	14.977272	1.270588
00161	17.297546	38.713190	8.163785
00170	17.899563	36.302543	17.699652
00171	17.699777	0.000000	17.813698
00180	21.585941	37.102488	9.486028
00181	18.464262	21.807101	17.612556
00190	19.920428	39.251628	17.026599
00191	16.034191	21.725484	12.197238
00200	20.356498	38.430416	7.746640
00201	18.235864	24.905489	16.855177
00210	24.264298	32.457489	18.040753
00211	19.211321	29.973030	20.658162
00220	22.791980	38.062590	11.190465
00221	18.637401	25.957756	11.780641
00230	24.327088	41.747353	11.063771
00231	19.687135	41.002131	9.944597
00240	17.199357	39.899195	11.990839
00241	17.042709	39.943262	9.865644
00250	18.007941	43.585209	19.434770
00251	15.623202	13.816861	15.298103
00260	16.302349	23.585239	19.013973
00261	17.079197	41.010079	18.218575
00270	19.700374	42.353973	12.257388
00271	18.623064	32.684877	13.346557
00280	19.231447	80.817088	394.680656
00281	19.237032	38.027035	10.726674
00290	16.909956	35.127486	17.274524
00291	14.814416	16.662165	13.269459
00300	16.368705	25.155656	20.588601
00301	16.067276	28.246565	11.017887
00310	19.240842	39.792364	17.893163
00311	18.754972	31.643667	22.048209
00320	15.890478	40.337646	10.892181
00321	20.224482	43.877691	7.996960
00330	17.642043	39.759517	16.578987
00331	19.984138	23.721143	14.113335
00340	18.848632	40.723365	19.212208
00341	17.207276	26.076751	13.292120
00350	17.398216	40.845239	15.829732
