122	0	0	1	0-0.5	0.0649075
122	0	0	2	0.5-1	0.0534652
122	0	0	3	1-1.5	0.0498351
122	0	1	1	0-0.5	0.0101729
122	0	1	2	0.5-1	0.00694366
122	0	1	3	1-1.5	0.0108141
122	1	0	1	0-0.5	0.100704
122	1	0	2	0.5-1	0.0907918
122	1	0	3	1-1.5	0.0898668
122	1	1	1	0-0.5	-0.00183087
122	1	1	2	0.5-1	-0.00194526
122	1	1	3	1-1.5	0.00177823
122	2	0	1	0-0.5	0.00297044
122	2	0	2	0.5-1	0.00476839
122	2	0	3	1-1.5	0.00538403
122	2	1	1	0-0.5	0.00379167
122	2	1	2	0.5-1	0.002978
122	2	1	3	1-1.5	-0.000363371
122	3	0	1	0-0.5	-0.0367905
122	3	0	2	0.5-1	-0.0305062
122	3	0	3	1-1.5	-0.0187996
122	3	1	1	0-0.5	-0.0491491
122	3	1	2	0.5-1	-0.025911
122	3	1	3	1-1.5	-0.0139936
122	4	0	1	0-0.5	0.00495793
122	4	0	2	0.5-1	2.17453e-05
122	4	0	3	1-1.5	-0.000102793
122	4	1	1	0-0.5	0.00735776
122	4	1	2	0.5-1	0.00326898
122	4	1	3	1-1.5	0.00854627
122	5	0	1	0-0.5	0.0838002
122	5	0	2	0.5-1	0.0644973
122	5	0	3	1-1.5	0.0581309
122	5	1	1	0-0.5	0.00287855
122	5	1	2	0.5-1	0.00318232
122	5	1	3	1-1.5	0.00206569
122	6	0	1	0-0.5	0.00541955
122	6	0	2	0.5-1	0.0107307
122	6	0	3	1-1.5	0.0105982
122	6	1	1	0-0.5	0.0110728
122	6	1	2	0.5-1	0.00684
122	6	1	3	1-1.5	0.0089808
122	7	0	1	0-0.5	0.0644513
122	7	0	2	0.5-1	0.0588635
122	7	0	3	1-1.5	0.0676676
122	7	1	1	0-0.5	-0.000654794
122	7	1	2	0.5-1	-0.00125733
122	7	1	3	1-1.5	0.00157166
122	8	0	1	0-0.5	0.0675293
122	8	0	2	0.5-1	0.0447028
122	8	0	3	1-1.5	0.0353711
122	8	1	1	0-0.5	0.00463841
122	8	1	2	0.5-1	0.00500568
122	8	1	3	1-1.5	0.00328416
122	9	0	1	0-0.5	0.179409
122	9	0	2	0.5-1	0.071856
122	9	0	3	1-1.5	0.0679763
122	9	1	1	0-0.5	0.00472824
122	9	1	2	0.5-1	-0.0265712
122	9	1	3	1-1.5	-0.0111541
122	10	0	1	0-0.5	0.0569609
122	10	0	2	0.5-1	0.0333352
122	10	0	3	1-1.5	0.0341021
122	10	1	1	0-0.5	0.00658673
122	10	1	2	0.5-1	0.00623876
122	10	1	3	1-1.5	0.00519335
122	11	0	1	0-0.5	0.0296947
122	11	0	2	0.5-1	0.029526
122	11	0	3	1-1.5	0.0297293
122	11	1	1	0-0.5	0.000875766
122	11	1	2	0.5-1	0.00176809
122	11	1	3	1-1.5	0.00131018
356	0	0	1	0-0.5	0.0461625
356	0	0	2	0.5-1	0.044561
356	0	0	3	1-1.5	0.0469103
356	0	1	1	0-0.5	0.00152631
356	0	1	2	0.5-1	0.00152631
356	0	1	3	1-1.5	0.00152631
356	1	0	1	0-0.5	0.0744604
356	1	0	2	0.5-1	0.0690558
356	1	0	3	1-1.5	0.0755765
356	1	1	1	0-0.5	-0.00311201
356	1	1	2	0.5-1	-0.00342183
356	1	1	3	1-1.5	-0.00342183
356	2	0	1	0-0.5	0.0250554
356	2	0	2	0.5-1	0.0145363
356	2	0	3	1-1.5	0.0184408
356	2	1	1	0-0.5	-0.000606307
356	2	1	2	0.5-1	-0.00798098
356	2	1	3	1-1.5	-0.00270305
356	3	0	1	0-0.5	-0.00148693
356	3	0	2	0.5-1	0.000973073
356	3	0	3	1-1.5	0.0150983
356	3	1	1	0-0.5	0.0049932
356	3	1	2	0.5-1	0.0049932
356	3	1	3	1-1.5	0.0049932
356	4	0	1	0-0.5	0.0235175
356	4	0	2	0.5-1	0.00408933
356	4	0	3	1-1.5	0.00791738
356	4	1	1	0-0.5	0.00912029
356	4	1	2	0.5-1	0.00912029
356	4	1	3	1-1.5	0.00912029
356	5	0	1	0-0.5	0.0683737
356	5	0	2	0.5-1	0.0561156
356	5	0	3	1-1.5	0.0544951
356	5	1	1	0-0.5	-0.000240583
356	5	1	2	0.5-1	-0.000240583
356	5	1	3	1-1.5	-0.000240583
356	6	0	1	0-0.5	0.00400055
356	6	0	2	0.5-1	0.00741823
356	6	0	3	1-1.5	0.0127242
356	6	1	1	0-0.5	0.00237025
356	6	1	2	0.5-1	0.00237025
356	6	1	3	1-1.5	0.00237025
356	7	0	1	0-0.5	0.0646502
356	7	0	2	0.5-1	0.0554533
356	7	0	3	1-1.5	0.0567985
356	7	1	1	0-0.5	-0.000316815
356	7	1	2	0.5-1	0.00599058
356	7	1	3	1-1.5	0.00599058
356	8	0	1	0-0.5	0.033678
356	8	0	2	0.5-1	0.0400752
356	8	0	3	1-1.5	0.0371434
356	8	1	1	0-0.5	-0.00271453
356	8	1	2	0.5-1	-0.00509711
356	8	1	3	1-1.5	-0.00509711
356	9	0	1	0-0.5	0.0566764
356	9	0	2	0.5-1	0.0524443
356	9	0	3	1-1.5	0.0478024
356	9	1	1	0-0.5	-0.0106874
356	9	1	2	0.5-1	-0.0429733
356	9	1	3	1-1.5	-0.00470958
356	10	0	1	0-0.5	0.0150358
356	10	0	2	0.5-1	0.0294296
356	10	0	3	1-1.5	0.0344525
356	10	1	1	0-0.5	0.000295472
356	10	1	2	0.5-1	0.000295472
356	10	1	3	1-1.5	0.000295472
356	11	0	1	0-0.5	0.0325211
356	11	0	2	0.5-1	0.021752
356	11	0	3	1-1.5	0.0208413
356	11	1	1	0-0.5	0.000314306
356	11	1	2	0.5-1	0.000314306
356	11	1	3	1-1.5	0.000314306
662	0	0	1	0-0.5	0.0384027
662	0	0	2	0.5-1	0.0414216
662	0	0	3	1-1.5	0.0419375
662	0	1	1	0-0.5	0.00594813
662	0	1	2	0.5-1	0.00594813
662	0	1	3	1-1.5	0.00594813
662	1	0	1	0-0.5	0.0727113
662	1	0	2	0.5-1	0.0703469
662	1	0	3	1-1.5	0.0774177
662	1	1	1	0-0.5	-0.00043529
662	1	1	2	0.5-1	-0.00043529
662	1	1	3	1-1.5	0.000882
662	2	0	1	0-0.5	0.0292278
662	2	0	2	0.5-1	0.0280117
662	2	0	3	1-1.5	0.0308316
662	2	1	1	0-0.5	-0.00137554
662	2	1	2	0.5-1	0.000432383
662	2	1	3	1-1.5	0.00170509
662	3	0	1	0-0.5	-0.000406694
662	3	0	2	0.5-1	0.00430307
662	3	0	3	1-1.5	0.0151342
662	3	1	1	0-0.5	0.00227692
662	3	1	2	0.5-1	0.00227692
662	3	1	3	1-1.5	0.00227692
662	4	0	1	0-0.5	0.00672278
662	4	0	2	0.5-1	0.00555585
662	4	0	3	1-1.5	0.0102249
662	4	1	1	0-0.5	0.00338548
662	4	1	2	0.5-1	0.00338548
662	4	1	3	1-1.5	0.00338548
662	5	0	1	0-0.5	0.0573794
662	5	0	2	0.5-1	0.041478
662	5	0	3	1-1.5	0.0444806
662	5	1	1	0-0.5	0.00287644
662	5	1	2	0.5-1	0.00287644
662	5	1	3	1-1.5	0.00287644
662	6	0	1	0-0.5	-0.001876
662	6	0	2	0.5-1	0.00832361
662	6	0	3	1-1.5	0.0116255
662	6	1	1	0-0.5	0.0008874
662	6	1	2	0.5-1	0.0008874
662	6	1	3	1-1.5	0.000603133
662	7	0	1	0-0.5	0.0502283
662	7	0	2	0.5-1	0.047358
662	7	0	3	1-1.5	0.0450154
662	7	1	1	0-0.5	0.0450154
662	7	1	2	0.5-1	0.0450154
662	7	1	3	1-1.5	0.000151671
662	8	0	1	0-0.5	0.0344
662	8	0	2	0.5-1	0.0439905
662	8	0	3	1-1.5	0.0476091
662	8	1	1	0-0.5	-0.000262538
662	8	1	2	0.5-1	0.00030979
662	8	1	3	1-1.5	-0.000990039
662	9	0	1	0-0.5	0.0613742
662	9	0	2	0.5-1	0.0479529
662	9	0	3	1-1.5	0.0471685
662	9	1	1	0-0.5	-0.00295415
662	9	1	2	0.5-1	0.000809563
662	9	1	3	1-1.5	0.000809563
662	10	0	1	0-0.5	0.0194953
662	10	0	2	0.5-1	0.037426
662	10	0	3	1-1.5	0.0457199
662	10	1	1	0-0.5	0.00219485
662	10	1	2	0.5-1	0.00219485
662	10	1	3	1-1.5	0.00219485
662	11	0	1	0-0.5	0.0200799
662	11	0	2	0.5-1	0.015867
662	11	0	3	1-1.5	0.0156548
662	11	1	1	0-0.5	0.00105501
662	11	1	2	0.5-1	0.00105501
662	11	1	3	1-1.5	0.00105501
1333	0	0	1	0-0.5	-1.27239
1333	0	0	2	0.5-1	0.0147774
1333	0	0	3	1-1.5	0.0259652
1333	0	1	1	0-0.5	-0.013332
1333	0	1	2	0.5-1	-1.05902
1333	0	1	3	1-1.5	-0.85588
1333	1	0	1	0-0.5	-0.729043
1333	1	0	2	0.5-1	0.0626796
1333	1	0	3	1-1.5	0.0682171
1333	1	1	1	0-0.5	8.64886e-07
1333	1	1	2	0.5-1	-0.0118955
1333	1	1	3	1-1.5	0.282913
1333	2	0	1	0-0.5	-1.27934
1333	2	0	2	0.5-1	0.00519042
1333	2	0	3	1-1.5	0.015306
1333	2	1	1	0-0.5	-2.32247e-11
1333	2	1	2	0.5-1	-0.00832571
1333	2	1	3	1-1.5	-0.444673
1333	3	0	1	0-0.5	-1.16729
1333	3	0	2	0.5-1	-0.0104189
1333	3	0	3	1-1.5	0.000594404
1333	3	1	1	0-0.5	-0.00518482
1333	3	1	2	0.5-1	1.33358
1333	3	1	3	1-1.5	-0.311071
1333	4	0	1	0-0.5	-1.11835
1333	4	0	2	0.5-1	0.00246611
1333	4	0	3	1-1.5	0.00430178
1333	4	1	1	0-0.5	-0.00961172
1333	4	1	2	0.5-1	-0.00416843
1333	4	1	3	1-1.5	-0.0818772
1333	5	0	1	0-0.5	-1.11334
1333	5	0	2	0.5-1	0.0148012
1333	5	0	3	1-1.5	0.0267136
1333	5	1	1	0-0.5	-0.0145428
1333	5	1	2	0.5-1	-0.012009
1333	5	1	3	1-1.5	-1.31902
1333	6	0	1	0-0.5	-1.37346
1333	6	0	2	0.5-1	-1.15483
1333	6	0	3	1-1.5	0.00274375
1333	6	1	1	0-0.5	-0.0154765
1333	6	1	2	0.5-1	-1.11145
1333	6	1	3	1-1.5	-0.618102
1333	7	0	1	0-0.5	-0.538684
1333	7	0	2	0.5-1	0.0303043
1333	7	0	3	1-1.5	0.0337358
1333	7	1	1	0-0.5	-0.00721663
1333	7	1	2	0.5-1	1.37789e-06
1333	7	1	3	1-1.5	-0.372168
1333	8	0	1	0-0.5	-1.33263
1333	8	0	2	0.5-1	0.0392325
1333	8	0	3	1-1.5	0.040794
1333	8	1	1	0-0.5	-0.666792
1333	8	1	2	0.5-1	-2.80715e-06
1333	8	1	3	1-1.5	-0.0920063
1333	9	0	1	0-0.5	-0.243969
1333	9	0	2	0.5-1	-1.306e-07
1333	9	0	3	1-1.5	0.0325462
1333	9	1	1	0-0.5	-0.00904941
1333	9	1	2	0.5-1	-0.0141075
1333	9	1	3	1-1.5	-0.558494
1333	10	0	1	0-0.5	-1.65037
1333	10	0	2	0.5-1	0.0173862
1333	10	0	3	1-1.5	0.0405272
1333	10	1	1	0-0.5	-0.00353167
1333	10	1	2	0.5-1	-0.00904331
1333	10	1	3	1-1.5	-0.0584812
1333	11	0	1	0-0.5	-1.51772
1333	11	0	2	0.5-1	-0.00981033
1333	11	0	3	1-1.5	-0.00495397
1333	11	1	1	0-0.5	-0.0154463
1333	11	1	2	0.5-1	-1.77811
1333	11	1	3	1-1.5	-0.904005
