00010	86.000000	182.903214	46.803745	0.141090	0.427239	455.317078
00011	82.000000	168.236832	45.116516	0.238029	0.378964	448.866394
00020	85.000000	181.496826	78.024757	0.026042	0.488179	469.809113
00021	80.000000	194.597168	65.350685	0.324211	0.338068	462.066467
00030	87.000000	186.948746	76.277771	0.063727	0.467334	477.219086
00031	86.000000	215.038895	71.433327	0.287280	0.358304	481.116669
00040	81.000000	179.280289	73.035858	0.000002	0.497754	471.277863
00041	82.000000	207.441696	69.518089	0.259543	0.371335	472.236603
00050	83.000000	204.041183	82.894783	0.033378	0.482323	490.306702
00051	83.000000	152.558182	70.357452	0.116823	0.442330	456.328979
00060	81.000000	174.202118	64.669899	0.092750	0.451156	461.839600
00061	81.000000	175.644348	55.428532	0.347642	0.324832	454.041260
00070	80.000000	189.545944	74.037979	0.135366	0.432674	470.866730
00071	83.000000	172.201218	72.772865	0.154526	0.424959	460.517883
00080	85.000000	179.961273	69.380753	0.094059	0.452335	466.586029
00081	89.000000	204.931641	57.121311	0.303665	0.347779	468.806885
00090	82.000000	214.440002	85.118088	0.106683	0.446137	506.660400
00091	81.000000	178.581894	69.225388	0.144499	0.424772	461.346130
00100	81.000000	206.257675	78.736427	0.071887	0.463508	493.911530
00101	82.000000	191.381500	73.461784	0.207541	0.397218	468.614746
00110	85.000000	236.011200	86.348053	0.145018	0.429663	524.024963
00111	81.000000	182.329834	80.017990	0.082530	0.462700	466.638306
00120	82.000000	187.382858	78.124062	0.087628	0.455396	479.462708
00121	79.000000	194.575195	68.065826	0.231166	0.385231	461.996338
00130	83.000000	187.397400	75.526497	0.080151	0.460072	472.530975
00131	86.000000	993.410767	35.999363	0.614767	63314.972656	509.753601
00140	79.000000	196.457291	71.332031	0.172168	0.413402	469.472900
00141	82.000000	148.143616	67.084900	0.168102	0.415564	450.968842
00150	76.000000	190.295456	57.065372	0.247290	0.372627	460.202148
00151	81.000000	170.060181	78.099754	0.000001	0.502433	463.083099
00160	84.000000	202.325882	58.445213	0.255509	0.369661	467.642609
00161	79.000000	191.193558	59.026707	0.296966	0.351646	458.331909
00170	83.000000	168.866669	74.998398	0.056609	0.471552	465.631287
00171	85.000000	193.419235	78.336670	0.116512	0.442496	477.658600
00180	84.000000	206.173950	81.338867	0.035143	0.482031	492.334076
00181	83.000000	183.645645	81.577026	0.039667	0.484810	470.059113
00190	84.000000	179.032013	64.136955	0.133791	0.430507	462.572754
00191	80.000000	166.073456	79.923309	0.020329	0.490874	462.673096
00200	77.000000	201.066315	77.470322	0.140111	0.429928	479.657043
00201	77.000000	163.520782	64.163292	0.278762	0.361194	450.565491
00210	88.000000	177.926819	76.175690	0.018919	0.490422	471.950928
00211	82.000000	186.202728	51.500389	0.331595	0.333893	454.801941
00220	81.000000	180.223755	71.229538	0.069911	0.463388	466.264862
00221	83.000000	166.604568	71.784210	0.163567	0.418889	458.945892
00230	88.000000	191.926193	70.469841	0.131160	0.433823	473.232513
00231	81.000000	179.972000	51.868206	0.348014	0.325492	452.285400
00240	83.000000	188.581818	76.597809	0.119564	0.440227	470.475525
00241	79.000000	194.169052	57.034767	0.342371	0.329021	455.581268
00250	84.000000	182.659393	68.953217	0.175025	0.410203	463.631256
