00010	86.000000	170.515945	46.319874	0.093764	0.451145	466.167175
00011	82.000000	153.251663	39.302837	0.292097	0.351460	438.194244
00020	85.000000	175.193253	51.458408	0.224065	0.385686	458.510101
00021	80.000000	167.416824	36.539867	0.526220	0.234064	441.732330
00030	87.000000	184.107437	56.731976	0.185687	0.402837	459.223267
00031	86.000000	199.918442	48.028488	0.421707	0.288086	458.219330
00040	81.000000	162.376266	68.305351	0.000000	0.497285	461.851410
00041	82.000000	189.766510	50.145393	0.378478	0.308792	455.218353
00050	83.000000	195.565765	63.224216	0.173149	0.410042	470.864960
00051	83.000000	150.776428	47.424004	0.354844	0.322241	433.190369
00060	81.000000	171.429337	61.092941	0.145649	0.426136	457.458282
00061	81.000000	159.423462	39.103561	0.489835	0.253697	439.948730
00070	79.000000	177.909180	50.640553	0.257718	0.366955	452.873505
00071	83.000000	187.777023	57.161034	0.278460	0.360813	458.968994
00080	84.000000	181.436325	56.709988	0.151291	0.421715	461.045410
00081	89.000000	190.155273	46.750607	0.359085	0.319003	457.778503
00090	82.000000	204.687042	51.443184	0.241148	0.371780	464.798859
00091	81.000000	145.686768	53.565838	0.307681	0.344436	445.878662
00100	81.000000	195.076538	54.644352	0.204548	0.393591	460.812805
00101	82.000000	163.459778	44.986568	0.442818	0.276563	447.850006
00110	85.000000	225.539505	54.888027	0.303866	0.342779	478.479156
00111	81.000000	183.313690	59.805634	0.260627	0.370599	454.219391
00120	82.000000	193.859268	48.582203	0.266311	0.360124	461.349670
00121	80.000000	181.458847	48.944386	0.363955	0.316155	448.491699
00130	83.000000	183.868225	58.138424	0.187433	0.405517	457.798004
00131	86.000000	189.605362	49.521999	0.526290	0.235445	456.239105
00140	79.000000	188.583282	58.312592	0.200985	0.395602	458.643433
00141	82.000000	147.296387	46.337315	0.400736	0.299344	433.351624
00150	76.000000	187.339294	50.897957	0.212575	0.388661	458.430389
00151	81.000000	169.741104	54.586414	0.193276	0.401198	450.627777
00160	85.000000	190.212830	50.308514	0.260259	0.366715	461.512695
00161	79.000000	180.122101	42.713032	0.399128	0.298772	445.688202
00170	82.000000	187.484619	54.274551	0.213084	0.389708	458.619446
00171	85.000000	152.698746	51.245659	0.380953	0.308348	446.490479
00180	84.000000	179.318222	66.620338	0.149029	0.423620	463.110962
00181	83.000000	175.232147	52.707317	0.254868	0.371686	453.348633
00190	84.000000	171.253723	57.351040	0.145330	0.424416	458.796021
00191	80.000000	148.543655	57.698837	0.265045	0.366499	449.563660
00200	77.000000	185.436508	48.329140	0.305996	0.341754	450.494537
00201	77.000000	170.580917	46.607437	0.394531	0.301181	445.617310
00210	87.000000	184.139206	61.627411	0.112542	0.441278	462.936493
00211	81.000000	186.158646	45.355572	0.371867	0.312770	449.799103
00220	82.000000	183.329590	51.959969	0.201267	0.395461	454.991852
00221	83.000000	146.433014	48.845047	0.380763	0.307933	435.545471
