# Energy calibration data for D05
#
# Format: [+/-], [Strip#], [E_0], [E_1], [E_2], [E_3], [E_4], [F_0], [F_1], [F_2]
#
# Gives coefficients to calculate the energy from ADC channel.
# If X is the energy in ADC channels, then
#     #    E = E_0 + E_1*X + E_2*X^2 + E_3*exp(-(X/E_4)^3)
# is the corresponding energy in keV.  Once E is calculated, then
#    F = sqrt(F_0^2 + F_1^2*E + F_2^2*E^2)
# is the energy resolution in keV FWHM at energy E.
#
# This file created on: Thu Oct 15 18:53:39 2009
# Data file used in analysis: dump_data_log_090312_D0-D9_Co60_back.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Co60_front.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Cs137_back.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Cs137_front.txt
# Data file used in analysis: dump_data_log_090314_D0-D9_Am241_Ba133_Co57_I129.txt
# Nuclear lines used in analysis: Co-60 1333 keV, Co-60 1173 keV, Cs-137 662 keV, Ba-133 356 keV, Ba-133 384 keV, Ba-133 303 keV, Ba-133 276 keV, Am-241 60 keV, Ba-133 81 keV, Co-57 122 keV, I-129 30 keV
#
# Analysis performed by Mark Bandstra.
#
+,  1,  0.2766733,  0.2141724,  0.00000117624157,  1.2000000,   740.0000,  4.0862308,  0.0000000,  0.0000000
+,  2,  0.2766733,  0.2141724,  0.00000117624157,  1.2000000,   740.0000,  1.5521349,  0.0000000,  0.0000000
+,  3, -5.1643765,  0.2260007, -0.00000023411843,  4.1264507,   706.5926,  2.2951133,  0.0722336,  0.0000000
+,  4, -4.4045028,  0.2293730, -0.00000017797868,  3.4408686,   758.2509,  2.0574918,  0.0883911,  0.0000000
+,  5, -4.9884978,  0.2277086, -0.00000016290507,  3.7444605,   787.3815,  1.8157649,  0.1021142,  0.0000000
+,  6, -4.6419932,  0.2278409, -0.00000020199517,  3.8878673,   732.8167,  1.9153275,  0.0882021,  0.0000000
+,  7, -4.2397714,  0.2267545, -0.00000004088879,  3.0318717,   730.7968,  2.3239925,  0.0823240,  0.0000000
+,  8, -4.2805494,  0.2263571, -0.00000014757577,  3.3821516,   782.6722,  2.0787803,  0.0894250,  0.0000000
+,  9, -4.2334275,  0.2275939, -0.00000004682240,  2.8655764,   718.3331,  2.0948190,  0.0988297,  0.0000000
+, 10, -3.6479334,  0.2257645, -0.00000007000637,  2.6705606,   711.6912,  1.8848932,  0.1009144,  0.0000000
+, 11, -4.1675415,  0.2252021, -0.00000010420454,  3.3341675,   732.3302,  1.8720322,  0.0997779,  0.0000000
+, 12, -4.7563423,  0.2278427, -0.00000013000343,  3.5106177,   764.4832,  1.9017682,  0.0916656,  0.0000000
+, 13, -3.7598347,  0.2261749, -0.00000006088054,  2.9814927,   697.9920,  2.2810941,  0.0875478,  0.0000000
+, 14, -4.3848981,  0.2275041, -0.00000012608638,  3.3598669,   732.2616,  3.0148033,  0.1041731,  0.0000000
+, 15, -4.5083438,  0.2299954, -0.00000011947347,  3.2872645,   727.8698,  2.2627458,  0.1086583,  0.0000000
+, 16, -4.0629584,  0.2272222, -0.00000008076259,  2.9650608,   741.8311,  3.8658398,  0.0000000,  0.0000000
+, 17, -4.4296775,  0.2280887, -0.00000007390875,  3.2470984,   733.9899,  1.8561642,  0.1199718,  0.0000000
+, 18, -4.3900655,  0.2247769, -0.00000013965806,  3.4205890,   750.5319,  1.9009276,  0.1225538,  0.0000000
+, 19, -4.2407896,  0.2289019, -0.00000013488237,  3.4969023,   715.1481,  1.8505970,  0.1142463,  0.0000000
+, 20, -4.7339112,  0.2293380, -0.00000013000705,  3.3859668,   727.1972,  1.9839772,  0.1198364,  0.0000000
+, 21, -4.2346473,  0.2258268, -0.00000004721570,  3.0454658,   731.9770,  4.3625492,  0.0000000,  0.0000000
+, 22, -3.9005261,  0.2253785, -0.00000007540579,  2.9690022,   716.1243,  1.9888248,  0.1119462,  0.0000000
+, 23, -4.3018687,  0.2313712, -0.00000011391598,  3.1395603,   727.6522,  1.9347291,  0.1018542,  0.0000000
+, 24, -3.7309261,  0.2293003, -0.00000000917040,  2.6009402,   703.7264,  2.0000153,  0.1123159,  0.0000000
+, 25, -3.9687636,  0.2275322, -0.00000004168629,  2.8077646,   744.7550,  1.9666461,  0.1069449,  0.0000000
+, 26, -3.7292308,  0.2255911, -0.00000007384589,  3.0932211,   731.5888,  1.9525026,  0.1052337,  0.0000000
+, 27, -3.9741333,  0.2267877, -0.00000005886980,  2.9758275,   729.9248,  1.9734956,  0.0989381,  0.0000000
+, 28, -4.3107431,  0.2278377, -0.00000007920005,  3.2432675,   729.3555,  1.8608805,  0.1070243,  0.0000000
+, 29, -4.4411141,  0.2257949, -0.00000015557968,  3.5120590,   742.5209,  1.9070594,  0.1223812,  0.0000000
+, 30, -4.1983551,  0.2248862, -0.00000007693797,  3.0335921,   751.2245,  1.7919774,  0.1240816,  0.0000000
+, 31, -4.2025646,  0.2311620, -0.00000011799550,  3.1648078,   752.7095,  1.9934324,  0.1090729,  0.0000000
+, 32, -4.1784621,  0.2261671, -0.00000008469779,  2.9596848,   734.6924,  2.0202430,  0.1090459,  0.0000000
+, 33, -3.4950050,  0.2270029, -0.00000000989377,  2.7882693,   762.7268,  2.0814016,  0.1062905,  0.0000000
+, 34, -3.6880825,  0.2243175, -0.00000006915185,  2.5908202,   779.5247,  2.2053303,  0.1056350,  0.0000000
+, 35, -3.2990252,  0.2252307, -0.00000005575798,  2.7493199,   770.5962,  1.9979555,  0.1153883,  0.0000000
+, 36, -4.3814810,  0.2253629, -0.00000016235684,  3.3092749,   783.8900,  1.9698099,  0.1163241,  0.0000000
+, 37,  0.2766733,  0.2141724,  0.00000117624157,  1.2000000,   740.0000,  3.4723974,  0.0000000,  0.0000000
-,  1,  0.2416734,  0.2229319,  0.00000067023678,  1.2000000,   740.0000,  2.5000000,  0.0000000,  0.0000000
-,  2,  0.2416734,  0.2229319,  0.00000067023678,  1.2000000,   740.0000,  2.5000000,  0.0000000,  0.0000000
-,  3, -3.1211123,  0.2263217, -0.00000004286560,  2.4183764,   746.5609,  1.9264707,  0.0613415,  0.0000000
-,  4, -2.3911513,  0.2238878, -0.00000001132261,  2.0799140,   737.4287,  2.0155407,  0.0620896,  0.0000000
-,  5, -3.2753089,  0.2236318, -0.00000004970007,  2.6112091,   762.8622,  2.1181977,  0.0596565,  0.0000000
-,  6, -2.9133067,  0.2298967,  0.00000001105028,  2.4819350,   706.6753,  2.3494421,  0.0465094,  0.0000000
-,  7, -3.3512968,  0.2281839,  0.00000000148023,  2.5764545,   757.9274,  2.1254674,  0.0434729,  0.0000000
-,  8, -2.6043586,  0.2313128, -0.00000000438402,  2.1933599,   755.5718,  2.0882024,  0.0393596,  0.0000000
-,  9, -3.2702646,  0.2256339, -0.00000004893773,  2.6756023,   745.8421,  2.1127969,  0.0351570,  0.0000000
-, 10, -2.8397225,  0.2255935, -0.00000000682945,  2.3769632,   734.9421,  1.9663992,  0.0435157,  0.0000000
-, 11, -2.9914306,  0.2294967,  0.00000000111211,  2.4411617,   720.0892,  2.5136649,  0.0339234,  0.0000000
-, 12, -2.9475417,  0.2246568, -0.00000006103090,  2.5221467,   733.4232,  1.9560013,  0.0445243,  0.0000000
-, 13, -3.0950865,  0.2284011, -0.00000002442553,  2.4035967,   720.1099,  2.3568044,  0.0428534,  0.0000000
-, 14, -3.2601209,  0.2273959, -0.00000005604495,  2.5587989,   749.1391,  2.0060559,  0.0442989,  0.0000000
-, 15, -3.1208220,  0.2257393, -0.00000004381158,  2.5841448,   706.9873,  2.1570657,  0.0412672,  0.0000000
-, 16, -3.0479788,  0.2286635, -0.00000001787059,  2.4558918,   728.3700,  1.9318962,  0.0454824,  0.0000000
-, 17, -3.3243636,  0.2249643, -0.00000004936334,  2.6456757,   745.2556,  2.5338648,  0.0308582,  0.0000000
-, 18, -3.5177038,  0.2316852, -0.00000006846231,  2.7763810,   721.7728,  1.9144290,  0.0536638,  0.0000000
-, 19, -3.2704815,  0.2308458, -0.00000005142690,  2.6605067,   729.4176,  1.8406428,  0.0459744,  0.0000000
-, 20, -3.1003125,  0.2301770, -0.00000002267475,  2.4469925,   718.8238,  2.0327166,  0.0380075,  0.0000000
-, 21, -3.3126239,  0.2274798, -0.00000003034082,  2.5075810,   720.9529,  2.0450604,  0.0438274,  0.0000000
-, 22, -3.3607170,  0.2240637, -0.00000005581509,  2.6547674,   728.0724,  2.2754888,  0.0443649,  0.0000000
-, 23, -3.0744906,  0.2299082, -0.00000003031228,  2.4443788,   710.7447,  1.9264775,  0.0489195,  0.0000000
-, 24, -3.4363022,  0.2245707, -0.00000007985163,  2.6752164,   752.2068,  2.2078847,  0.0451499,  0.0000000
-, 25, -2.9284717,  0.2263812, -0.00000001197944,  2.3747793,   739.7771,  2.0316793,  0.0413507,  0.0000000
-, 26, -2.3469929,  0.2276814,  0.00000000945955,  1.9774164,   711.8549,  2.4545901,  0.0420164,  0.0000000
-, 27, -2.7737024,  0.2273625,  0.00000001951131,  2.4706307,   641.4441,  2.1238810,  0.0547616,  0.0000000
-, 28, -2.2543478,  0.2251305,  0.00000001882847,  2.2536995,   577.4307,  2.4945188,  0.0405534,  0.0000000
-, 29, -2.9448570,  0.2285893, -0.00000005167336,  2.5979416,   718.9501,  2.0159773,  0.0477572,  0.0000000
-, 30, -3.3455481,  0.2246376, -0.00000003861716,  2.8639140,   660.8517,  1.8747305,  0.0688173,  0.0000000
-, 31, -2.9647946,  0.2282687, -0.00000001927660,  2.3836391,   782.1559,  1.9800332,  0.0506376,  0.0000000
-, 32, -3.0812564,  0.2298103, -0.00000006801283,  2.6269497,   771.8233,  2.5614367,  0.0494182,  0.0000000
-, 33, -2.9950149,  0.2317819, -0.00000001397027,  2.5433270,   616.9699,  2.1601744,  0.0589991,  0.0000000
-, 34, -2.7776494,  0.2332134,  0.00000000025590,  2.3157676,   604.0419,  2.1470413,  0.0426319,  0.0000000
-, 35, -2.8299558,  0.2240960, -0.00000003712352,  2.5334521,   671.8453,  1.9905224,  0.0475286,  0.0000000
-, 36,  0.2416734,  0.2229319,  0.00000067023678,  1.2000000,   740.0000,  1.9624668,  0.0414561,  0.0000000
-, 37,  0.2416734,  0.2229319,  0.00000067023678,  1.2000000,   740.0000,  2.5000000,  0.0000000,  0.0000000
