+, 0,   0.0000,  20.0000
+, 1,   0.0000,   4.0000
+, 2,   0.0000,   2.0000
+, 3,   0.0000,   1.0000
-, 0,   0.0000,  20.0000
-, 1,   0.0000,   4.0000
-, 2,   0.0000,   2.0000
-, 3,   0.0000,   1.0000
