# Threshold data for D05
#
# Format: [+/-], [Strip#], [LLD_threshold], [LLD_threshold_resolution], [FLD_threshold], [FLD_threshold_resolution]
#
# This file created on: Mon Nov  2 16:18:33 2009
# Data file used in analysis: dump_data_log_090312_D0-D9_Co60_back.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Co60_front.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Cs137_back.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Cs137_front.txt
# Data file used in analysis: dump_data_log_090314_D0-D9_Am241_Ba133_Co57_I129.txt
# Nuclear lines used in analysis: Co-60 1333 keV, Co-60 1173 keV, Cs-137 662 keV, Ba-133 356 keV, Ba-133 384 keV, Ba-133 303 keV, Ba-133 276 keV, Am-241 60 keV, Ba-133 81 keV, Co-57 122 keV, I-129 30 keV
#
# Analysis performed by Mark Bandstra.
#
+,  1,    19.9247,   0.2306,    40.6931,  18.0961
+,  2,    19.8943,   0.2593,    33.6110,  13.9473
+,  3,    17.4726,   0.7715,    38.0144,  21.0427
+,  4,    19.1269,   0.7959,    37.1003,  20.1185
+,  5,    16.4216,   0.6335,    35.9390,  21.1917
+,  6,    18.2425,   0.9115,    37.0111,  20.6353
+,  7,    17.3476,   0.1722,    40.0500,  24.3335
+,  8,    18.2128,   0.7505,    37.3574,  19.9782
+,  9,    18.1117,   0.2172,    36.5819,  20.6004
+, 10,    17.9195,   0.6411,    37.5562,  21.8241
+, 11,    17.4282,   0.3616,    36.3417,  20.6846
+, 12,    17.9121,   0.9860,    35.8362,  20.3987
+, 13,    18.5410,   0.5984,    36.6884,  20.8530
+, 14,    17.9098,   0.9706,    55.8311,  35.0061
+, 15,    18.5616,   0.8350,    36.4337,  20.7108
+, 16,    18.3597,   0.2691,    36.4955,  19.9391
+, 17,    17.6629,   0.9495,    37.0623,  20.3105
+, 18,    17.3551,   0.2751,    36.7142,  20.4406
+, 19,    17.2595,   0.9562,    36.1962,  19.5173
+, 20,    17.7531,   1.0925,    36.6326,  20.2043
+, 21,    17.1764,   0.5170,    39.1161,  24.5943
+, 22,    17.6112,   0.8405,    36.7263,  19.8965
+, 23,    17.6576,   0.5195,    36.8946,  21.2805
+, 24,    18.5940,   0.7639,    37.9911,  20.0764
+, 25,    18.2266,   0.4154,    39.5401,  21.8283
+, 26,    17.2314,   0.7372,    36.8576,  21.1108
+, 27,    18.0716,   0.7637,    37.9061,  19.4635
+, 28,    17.3970,   0.3526,    37.9363,  20.7236
+, 29,    17.9474,   1.0343,    39.3363,  19.0155
+, 30,    16.8761,   0.7041,    36.6818,  18.4593
+, 31,    19.4341,   0.6190,    37.6971,  17.6818
+, 32,    18.6036,   0.8077,    37.6377,  17.2596
+, 33,    17.7735,   0.4705,    43.4258,  24.1026
+, 34,    16.6326,   0.7161,    37.8110,  18.5558
+, 35,    18.7682,   0.2649,    39.3046,  18.4475
+, 36,    17.3630,   0.0052,    38.3888,  19.1523
+, 37,    18.1766,   0.3304,    41.8602,  17.8302
-,  1,    18.4653,   0.0237,    40.6819,  31.5723
-,  2,    19.5530,   0.1596,    31.5536,  39.6950
-,  3,    17.0813,   0.3843,    34.0979,  20.7120
-,  4,    18.9549,   0.4135,    32.3697,  23.0635
-,  5,    17.1062,   0.4660,    30.6876,  24.8815
-,  6,    19.1805,   0.5151,    40.0384,  25.3794
-,  7,    17.2860,   0.4336,    38.4786,  25.4246
-,  8,    18.5869,   0.4749,    37.6404,  24.0318
-,  9,    17.8687,   0.3414,    31.5588,  24.2706
-, 10,    17.2840,   0.3209,    31.7854,  25.4420
-, 11,    17.8763,   0.1911,    32.4769,  24.0041
-, 12,    18.7738,   0.4694,    32.1173,  23.7361
-, 13,    18.5194,   0.3193,    33.3887,  22.9503
-, 14,    17.3905,   0.6607,    33.7447,  22.6536
-, 15,    17.3495,   0.5446,    34.2978,  24.3445
-, 16,    17.8805,   0.4395,    31.7870,  23.7879
-, 17,    18.3075,   0.2462,    34.7448,  21.6346
-, 18,    18.9103,   0.3748,    33.0569,  21.2932
-, 19,    18.6878,   0.4992,    34.2788,  20.2003
-, 20,    18.5857,   0.5542,    35.2619,  20.0786
-, 21,    18.6865,   0.4101,    34.6213,  19.5511
-, 22,    19.0862,   0.3455,    34.9597,  18.3724
-, 23,    17.9110,   0.3686,    34.6104,  18.2875
-, 24,    17.6607,   0.4264,    36.4465,  18.2357
-, 25,    18.5864,   0.3140,    35.0308,  17.4039
-, 26,    18.1626,   0.5837,    36.0796,  17.2261
-, 27,    17.8969,   0.4332,    36.5120,  19.1855
-, 28,    18.6444,   0.4271,    34.5517,  19.0303
-, 29,    18.8286,   0.6293,    36.9838,  14.6435
-, 30,    17.4075,   0.5463,    35.6960,  18.4187
-, 31,    18.1983,   0.7158,    36.4545,  13.1261
-, 32,    18.4993,   0.6849,    36.9403,  12.8954
-, 33,    18.5644,   0.3823,    35.5208,  18.7671
-, 34,    18.6337,   0.5543,    36.5449,  15.2496
-, 35,    18.0987,   0.5829,    36.8576,  13.7009
-, 36,    19.2670,   0.4666,    38.6173,  22.7811
-, 37,    20.0442,   0.1134,    45.2106,  38.1206
