+, 0,  -1.7666,  21.4616
+, 1,  -0.0071,   3.1584
+, 2,  -0.1235,   1.1970
+, 3,  -0.3513,   1.2201
-, 0,  -2.7697,  25.4676
-, 1,  -0.8982,   5.8651
-, 2,  -0.8115,   2.4009
-, 3,  -0.6052,   1.1769
