+, 0,  -2.3354,  22.3333
+, 1,  -0.2454,   2.7473
+, 2,  -0.7600,   1.5511
+, 3,  -1.0550,   1.5776
-, 0,  -0.6293,  22.1906
-, 1,  -1.0356,   5.1954
-, 2,  -0.8880,   2.2858
-, 3,  -0.8049,   1.9633
