STRIP_ID,Detector,Side,Strip,TAC_calibration,TAC_calibration_error,TAC_offset,TAC_offset_error
64,0,0,32,0.4537081846874072,0.00096496506515,-639.5740852702437,9.608597492830391
65,0,0,33,0.4523128964814773,0.0009881437551187,-599.5032226178417,9.784227429281684
66,0,0,34,0.4791733617211909,0.0010521261385761,-709.7247557670185,10.070302165336631
67,0,0,35,0.4520042470624205,0.0007449840087786,-525.1850615802741,7.261994658674674
68,0,0,36,0.4623504448721234,0.0003988556976901,-525.1028974248003,3.800914908091058
69,0,0,37,0.4581856723483012,0.0004511199337425,-496.49383640999264,4.310559269286687
70,0,0,38,0.4611443797236731,0.0004291169104137,-533.8346924672462,4.107916078581757
71,0,0,39,0.461649789181239,0.0004194985130427,-548.1797364093715,4.024167326104783
72,0,0,40,0.4715642770181258,0.000339464073089,-584.6160367107951,3.2135580569020905
73,0,0,41,0.4566587420454254,0.0008307050491979,-617.5433916771825,8.179108685841609
74,0,0,42,0.4658076396465893,0.0010827589331957,-683.5892451474281,10.601469178082873
75,0,0,43,0.4532097932900839,0.001137021517104,-678.6464216895738,11.430096845985323
76,0,0,44,0.4705247918737578,0.0007074848396723,-647.7645829477806,6.805004444077554
77,0,0,45,0.4620967574981222,0.0006243299316677,-578.4459990584909,6.0232078736815975
78,0,0,46,0.4664108979607032,0.0005107759109905,-560.6312926174463,4.863069254903011
79,0,0,47,0.4603564416887649,0.0008195984801486,-632.739374547784,8.031367631478819
80,0,0,48,0.460511814414608,0.0002695504380446,-515.5924245538523,2.5735171944315134
81,0,0,49,0.4573919397388966,0.0008719823734447,-640.8094337310868,8.615098890083361
82,0,0,50,0.4474490078315088,0.0006003837421944,-531.7472956662084,5.920627317929174
83,0,0,51,0.4544887679914188,0.0006184320107036,-531.1469267847073,6.003347421504205
84,0,0,52,0.4616555378195247,0.0008905100562153,-650.8858154194551,8.7358896308231
85,0,0,53,0.4540295156825805,0.0006462174824867,-538.2734486660655,6.289316830399211
86,0,0,54,0.4554600105639833,0.0007536429956465,-558.5218878796071,7.344507149642558
87,0,0,55,0.4588426680834399,0.0007184043606805,-624.7255630098206,7.050717407523507
88,0,0,56,0.4620762789304332,0.000653978748148,-611.3077491196999,6.354949486739764
89,0,0,57,0.4571025043957812,0.0004363428550867,-523.2657401181397,4.204178261766439
90,0,0,58,0.4726177169402668,0.0005664218129453,-565.4934985332756,5.327736532423079
91,0,0,59,0.4616181156327057,0.0006516245511912,-621.3945439253679,6.352267596342646
92,0,0,60,0.4643974304075828,0.0005199371678958,-572.1464183552897,4.984343933580128
93,0,0,61,0.4625684531757265,0.0005144939165617,-541.8464568630668,4.918761343261759
94,0,0,62,0.456174659381048,0.0007876138283359,-564.0723882906746,7.67289640508528
95,0,0,63,0.4605694088989769,0.0010150916269373,-639.1958968534859,9.95633837718257
96,0,0,0,0.4402769126820288,0.0006321019552569,-529.2006179073813,6.331386885070924
97,0,0,1,0.4346613719549586,0.0008713303476667,-561.9352747601654,8.904406303320771
98,0,0,2,0.4309769257121439,0.0006124095942514,-501.804464879483,6.228518250849898
99,0,0,3,0.4339402275626053,0.0010331460467234,-605.4046359207694,10.676669081729768
100,0,0,4,0.4393518200162949,0.0007303600146588,-588.5948157616298,7.427379402390055
101,0,0,5,0.4379598982128465,0.001031243252247,-626.1461454768381,10.606905233571744
102,0,0,6,0.4312573912735316,0.0001918295708424,-459.5733151626574,1.931411588124492
103,0,0,7,0.4366300305681271,0.0008023850370379,-612.1496302644408,8.252981482846268
104,0,0,8,0.436138388575099,0.0008840439709228,-610.2307648148469,9.099339778056155
105,0,0,9,0.4375025379621158,0.0013919348210661,-631.6355801231878,14.34884453056161
106,0,0,10,0.4434948121188857,0.0012332456531584,-601.6719246104022,12.459819010446475
107,0,0,11,0.434757885941219,0.000684305533507,-525.4611105337583,6.935545628355309
108,0,0,12,0.4345725242598273,0.0008062857957007,-517.0944461454859,8.160170827127375
109,0,0,13,0.4366327327779061,0.0007972451412075,-550.2411716008407,8.089675389818227
110,0,0,14,0.4440250880530112,0.0006566160266533,-534.5624478539046,6.529150393960638
111,0,0,15,0.4476551159313563,0.0011651356288154,-649.0952485142849,11.782878407226889
112,0,0,16,0.45415857544576,0.0008458514719033,-641.0048491138176,8.416780720609099
113,0,0,17,0.4445851549091882,0.00044485435613,-515.5277502171322,4.399308841218109
