#STRIP_ID,Detector,Side,Strip,TAC_calibration,TAC_calibration_error,TAC_offset,TAC_offset_error
64,0,0,32,0.4562510812673838,0.0009449013061055,-646.8651918633594,9.371129521962644
65,0,0,33,0.4549946082127902,0.0008288341432384,-606.1132044799446,8.17019518194042
66,0,0,34,0.4823238943495066,0.0009225960690874,-716.1935980888549,8.784939779295893
67,0,0,35,0.4544396254606046,0.0005169962676034,-528.4305706940696,5.016199961454204
68,0,0,36,0.4648387406483794,0.0003392092411639,-526.4381353704566,3.216158342751018
69,0,0,37,0.4616850922851055,0.0004686999477746,-510.2443345126168,4.458215303281789
70,0,0,38,0.4646174761510317,0.0006208698877032,-544.0492473031758,5.912452686784856
71,0,0,39,0.464744690846913,0.0007970214363815,-552.367731724988,7.6017665875910225
72,0,0,40,0.4747194839532078,0.0007524583195592,-591.110923209006,7.085903603257848
73,0,0,41,0.4588944720456175,0.0005153311001005,-617.4288478965588,5.049096411551052
74,0,0,42,0.4687275234553821,0.0008541399769126,-692.5441608393696,8.326881128170518
75,0,0,43,0.4559941807768153,0.0008961605503288,-685.1754589647375,8.966337324550134
76,0,0,44,0.4735076347233078,0.0007087704871221,-657.788215531428,6.789087906650335
77,0,0,45,0.46464546814757,0.0006274487598045,-585.7022736457196,6.029661818617078
78,0,0,46,0.4695602962689899,0.000418427968774,-567.248967491084,3.962867401062204
79,0,0,47,0.4631657466352565,0.0008168818064693,-637.8281166395766,7.964963799191866
80,0,0,48,0.4633076057318955,0.0002841255554661,-521.0067875898741,2.6995432248151454
81,0,0,49,0.4597050075836661,0.0010442812400118,-645.9794905031804,10.276957065849022
82,0,0,50,0.4497751840869903,0.0004921295204207,-532.7499090693234,4.8290599482626
83,0,0,51,0.457264760972398,0.0002642153735095,-538.9830165644391,2.5536848970477117
84,0,0,52,0.4639188534354326,0.0005549106921562,-652.1654043864526,5.418603545327906
85,0,0,53,0.4564697834641913,0.0005057698694606,-539.7386517827896,4.8976791823944525
86,0,0,54,0.4579599086515581,0.0005702396807969,-556.4244557048318,5.52429464475301
87,0,0,55,0.4612420661057475,0.0007243222407124,-628.482423267407,7.077581829110792
88,0,0,56,0.4641218347189326,0.0004824326508703,-611.7516893573709,4.66776298545038
89,0,0,57,0.4597685875848694,0.0003786538659708,-526.8402701677938,3.630060240769105
90,0,0,58,0.4753314510543803,0.0003689079531569,-570.3627319266021,3.453810352375392
91,0,0,59,0.464082972634997,0.0006932076605156,-619.0995525356404,6.718393926971407
92,0,0,60,0.4670734429119931,0.0007054595814505,-575.6448549904337,6.729255440661302
93,0,0,61,0.465185024687689,0.0005742439014194,-545.4350444693124,5.463438507765906
94,0,0,62,0.4587715858645836,0.0007734059908168,-570.2302692056189,7.501970837631095
95,0,0,63,0.4628243352217634,0.0008287426242263,-640.0993692201713,8.090546895074697
96,0,0,0,0.4410709722843175,0.0006453908951343,-522.3995072312428,6.443143654447232
97,0,0,1,0.4353195852828593,0.0009041450651618,-555.596758007672,9.212926421653574
98,0,0,2,0.4318826779033873,0.0006105263560716,-500.6376482936615,6.194732981921272
99,0,0,3,0.4346980646904432,0.0010524045123177,-598.706660292516,10.840889038921436
100,0,0,4,0.4405901402043768,0.000698594484956,-584.6973022670479,7.078337889684787
101,0,0,5,0.4391936344843158,0.00105702468109,-624.7988425645366,10.838372542479764
102,0,0,6,0.4325425407573929,0.0004172643953608,-460.5214593809436,4.189582934374459
