STRIP_ID,Detector,Side,Strip,TAC_calibration,TAC_calibration_error,TAC_offset,TAC_offset_error
64,0,0,32,0.4559812563538059,0.0008377957239907,-644.9292908426969,8.310343091581087
65,0,0,33,0.4548082546105118,0.000655820747069,-607.442023543272,6.469244375155605
66,0,0,34,0.4817742147359444,0.0007907274442341,-714.4027763535395,7.535006170331281
67,0,0,35,0.4541440108704737,0.0006030053936548,-527.3378456750872,5.853102950235262
68,0,0,36,0.4647939781996537,0.0003804387339072,-530.7895969045942,3.610892817323596
69,0,0,37,0.4607619132992316,0.0002387717686717,-505.947993336148,2.2735452939381577
70,0,0,38,0.4640867487667333,0.0005773727466858,-542.3242811814955,5.502428743410361
71,0,0,39,0.464438280254647,0.0006498529512986,-555.960214939856,6.2071118138495205
72,0,0,40,0.4742713487962522,0.0008479770461505,-589.8360544422629,7.990722798858103
73,0,0,41,0.4594861266738656,0.0009045993790584,-626.8445016991084,8.869754648105856
74,0,0,42,0.468730796650088,0.0009072204123736,-691.5861038089116,8.8424794184648
75,0,0,43,0.4556922085584963,0.0008588048156478,-687.1319139500495,8.601881502746872
76,0,0,44,0.4737023338071072,0.0007506914350232,-658.0794080339846,7.188130836452523
77,0,0,45,0.4644496067676125,0.0005588152043576,-584.5464853812217,5.371013182330132
78,0,0,46,0.4687426263393033,0.0002944019986121,-562.334819537532,2.790086654907172
79,0,0,47,0.4628862712024271,0.000685904808436,-639.6703822195066,6.694585036344916
80,0,0,48,0.4632497434377273,0.0002636605500357,-522.5734925630898,2.506283572273204
81,0,0,49,0.4593076965928901,0.0010593881946191,-643.9847326513067,10.430149571791866
82,0,0,50,0.4494683863845486,0.000627219309651,-534.5000120312144,6.161223772906651
83,0,0,51,0.4562272728420858,0.0005623563954996,-531.1843427410352,5.438243730220461
84,0,0,52,0.4639632733411512,0.0008951510414308,-654.8642191159483,8.745240619874687
85,0,0,53,0.4562634338639667,0.0007831194900816,-541.990198903283,7.590626642407745
86,0,0,54,0.4575745405884236,0.0006160525369004,-560.4510202381545,5.97843357793073
87,0,0,55,0.4610133810109338,0.0009566302568968,-629.192595833459,9.353612850334391
88,0,0,56,0.464144306520088,0.0006375480158494,-613.7834405022493,6.171004575948199
89,0,0,57,0.459165088735022,0.0007597185260242,-525.8904030197448,7.291270222767227
90,0,0,58,0.4746617669203728,0.0004810367557623,-564.8021081438568,4.504440255166496
91,0,0,59,0.4639602515511501,0.0006920901848125,-624.0188536890669,6.716507002844253
92,0,0,60,0.4668309825163397,0.0006013198849781,-574.3740670083209,5.73726593453626
93,0,0,61,0.4644787449683643,0.0005639964085917,-543.6074314728584,5.371935465044803
94,0,0,62,0.4581839394751825,0.0008418345063509,-566.0221818673392,8.168644913609535
95,0,0,63,0.4623330093451012,0.0008040852073698,-640.3016879867585,7.858516430837312
96,0,0,0,0.4414287446918976,0.000515403710055,-531.9152366097179,5.152113516836521
97,0,0,1,0.4354178581190226,0.00087520578856,-564.013397402865,8.932549932593219
98,0,0,2,0.431541795154914,0.0004585455020844,-504.4544008938607,4.660284983162845
99,0,0,3,0.434661038757288,0.0011941554922166,-606.8160691386967,12.323884166260797
100,0,0,4,0.4405552069887887,0.0008060564534143,-592.9810914913897,8.182619593426484
101,0,0,5,0.4391463147093242,0.0009451764647778,-632.2356092533087,9.708202440772736
102,0,0,6,0.4329267800656037,0.0003697996942036,-466.9916594973586,3.7151038713000055
103,0,0,7,0.437540862418506,0.0009861985104501,-616.8959710744215,10.132940615714409
104,0,0,8,0.4373001649265976,0.0010524239959923,-617.0331495123357,10.819664800443666
105,0,0,9,0.4383538566616795,0.0013169034210687,-634.073139442424,13.556170122513246
106,0,0,10,0.4446006099110833,0.0009688336787358,-604.7230099748291,9.7705425780966
107,0,0,11,0.4358161147148855,0.0006725983538481,-529.5651460762898,6.806520798758908
108,0,0,12,0.435570092931577,0.0006333853580322,-522.1911408107579,6.402850591437471
109,0,0,13,0.4381447556893381,0.0007581663561859,-557.0136130117053,7.678033859183263
110,0,0,14,0.4453205218913023,0.0006955345127374,-539.6780826347166,6.903821535036342
111,0,0,15,0.4489470202696816,0.0011258367964272,-653.7098247211471,11.364000184900178
112,0,0,16,0.4556192665046882,0.000809479467867,-646.1919259304432,8.038037442919103
113,0,0,17,0.4456221810565406,0.0006732805730478,-519.4761184110199,6.648616152382101
114,0,0,18,0.4478203782767381,0.0004641745665766,-496.39593627480633,4.537860264357801
115,0,0,19,0.4426238815333769,0.0007116619742132,-555.2197931957094,7.13133130051503
116,0,0,20,0.4466885580113154,0.000452762344516,-495.32394639495664,4.436447426133429
117,0,0,21,0.451420668280916,0.0009239209875218,-632.9981287960429,9.233371270014642
118,0,0,22,0.4502027361207423,0.0006984938770951,-560.8684884615744,6.890104898851661
119,0,0,23,0.4455972395312289,0.0009508098924069,-597.451949977436,9.552174649821316
120,0,0,24,0.4457202399370207,0.0007569322311787,-612.508582773584,7.627289179544949
