STRIP_ID,Detector,detector_side,Strip,threshold_ADC,threshold_keV
32,0,h,0,1661,8.95228
33,0,h,1,1601,7.21482
34,0,h,2,1603,7.77631
35,0,h,3,1637,5.91726
36,0,h,4,1663,7.83392
37,0,h,5,1609,6.73688
38,0,h,6,1641,7.88369
39,0,h,7,1703,7.67335
40,0,h,8,1591,7.43293
41,0,h,9,1591,7.23618
42,0,h,10,1645,7.04032
43,0,h,11,1627,6.85719
44,0,h,12,1629,7.10423
45,0,h,13,1613,8.12328
46,0,h,14,1651,5.81764
47,0,h,15,1645,5.85578
48,0,h,16,1655,7.52862
49,0,h,17,1587,7.73393
50,0,h,18,1627,7.26971
51,0,h,19,1595,7.56101
52,0,h,20,1643,6.11246
53,0,h,21,1609,8.06591
54,0,h,22,1655,8.12692
55,0,h,23,1645,7.87302
56,0,h,24,1617,6.90041
57,0,h,25,1651,7.17862
58,0,h,26,1593,6.02983
59,0,h,27,1661,5.98532
60,0,h,28,1617,8.18988
61,0,h,29,1639,7.9987
62,0,h,30,1647,8.73992
0,0,h,32,1675,10.2449
1,0,h,33,1621,10.0422
2,0,h,34,1637,10.0612
3,0,h,35,1725,10.1421
4,0,h,36,1691,7.69376
5,0,h,37,1563,8.75752
6,0,h,38,1605,8.81089
7,0,h,39,1623,8.57087
8,0,h,40,1667,7.53313
9,0,h,41,1697,7.78226
10,0,h,42,1699,8.44508
11,0,h,43,1607,9.71499
12,0,h,44,1637,8.95708
14,0,h,46,1685,9.04
15,0,h,47,1635,8.30115
16,0,h,48,1675,7.7606
17,0,h,49,1675,6.8157
18,0,h,50,1677,8.89356
19,0,h,51,1651,8.33481
20,0,h,52,1585,7.86639
21,0,h,53,1661,9.06203
22,0,h,54,1637,6.60347
23,0,h,55,1673,8.20608
24,0,h,56,1651,7.78486
25,0,h,57,1685,9.11647
26,0,h,58,1619,8.11232
27,0,h,59,1677,7.53025
28,0,h,60,1687,8.43572
29,0,h,61,1651,8.66636
30,0,h,62,1665,7.58249
31,0,h,63,1701,9.21804
2048,0,h,64,1653,10.911
96,0,l,0,1679,11.463
97,0,l,1,1633,11.7718
98,0,l,2,1639,10.6354
99,0,l,3,1637,10.1688
100,0,l,4,1687,11.5215
101,0,l,5,1593,10.7262
102,0,l,6,1571,9.87576
103,0,l,7,1565,11.1353
104,0,l,8,1547,9.86416
105,0,l,9,1655,10.6691
106,0,l,10,1659,10.2426
107,0,l,11,1623,11.8565
108,0,l,12,1665,10.2702
109,0,l,13,1637,11.5852
110,0,l,14,1653,10.5638
111,0,l,15,1577,10.471
112,0,l,16,1605,10.2207
113,0,l,17,1541,10.4476
114,0,l,18,1609,10.6194
115,0,l,19,1539,11.4566
116,0,l,20,1615,10.5368
117,0,l,21,1541,11.3785
118,0,l,22,1607,10.6439
119,0,l,23,1599,10.96
120,0,l,24,1615,11.0762
121,0,l,25,1579,10.4864
122,0,l,26,1641,11.0326
123,0,l,27,1583,10.8745
124,0,l,28,1619,10.8197
125,0,l,29,1583,11.0788
126,0,l,30,1557,11.7675
127,0,l,31,1585,10.7427
64,0,l,32,1619,10.0764
65,0,l,33,1609,8.2189
66,0,l,34,1617,7.71565
67,0,l,35,1661,9.69685
68,0,l,36,1669,8.67271
69,0,l,37,1641,9.39304
70,0,l,38,1655,8.873
71,0,l,39,1597,9.69112
72,0,l,40,1613,8.70344
73,0,l,41,1603,8.62466
74,0,l,42,1645,8.33574
75,0,l,43,1621,8.77574
77,0,l,45,1629,10.2704
78,0,l,46,1615,8.88837
79,0,l,47,1637,8.66818
80,0,l,48,1657,9.02576
81,0,l,49,1619,9.29341
82,0,l,50,1615,7.82587
83,0,l,51,1751,18.3408
84,0,l,52,1717,21.1662
85,0,l,53,1703,20.2164
86,0,l,54,1603,8.96602
87,0,l,55,1609,7.63963
88,0,l,56,1673,8.34105
89,0,l,57,1673,8.83023
90,0,l,58,1693,9.93889
91,0,l,59,1555,8.34453
92,0,l,60,1653,8.87016
93,0,l,61,1625,8.46087
94,0,l,62,1645,8.03606
95,0,l,63,1647,8.95397
2049,0,l,64,1651,14.7399
