STRIP_ID,Detector,detector_side,Strip,threshold_ADC,threshold_keV
32,0,h,0,1629,10.1935
33,0,h,1,1643,8.67413
34,0,h,2,1617,11.0596
35,0,h,3,1637,8.95959
36,0,h,4,1645,7.00142
37,0,h,5,1635,14.2429
38,0,h,6,1547,7.78248
39,0,h,7,1629,9.52407
40,0,h,8,1597,6.55793
41,0,h,9,1589,9.14048
42,0,h,10,1569,8.21246
43,0,h,11,1637,7.74802
44,0,h,12,1527,6.59612
45,0,h,13,1587,7.05136
46,0,h,14,1567,5.41755
47,0,h,15,1611,4.04889
48,0,h,16,1579,6.20859
49,0,h,17,1527,3.15179
50,0,h,18,1609,8.94371
51,0,h,19,1541,6.48313
52,0,h,20,1611,7.43877
53,0,h,21,1573,6.45802
54,0,h,22,1665,6.00038
55,0,h,23,1565,8.88418
56,0,h,24,1557,6.41389
57,0,h,25,1517,4.60686
58,0,h,26,1583,5.17657
59,0,h,27,1607,7.06194
60,0,h,28,1643,6.74842
61,0,h,29,1567,5.91304
62,0,h,30,1563,6.52346
63,0,h,31,1561,8.30429
0,0,h,32,1535,6.92934
1,0,h,33,1553,6.44934
2,0,h,34,1499,4.93746
3,0,h,35,1579,7.52285
4,0,h,36,1629,7.03351
5,0,h,37,1597,6.90195
6,0,h,38,1629,7.38993
7,0,h,39,1629,5.6429
8,0,h,40,1571,7.93549
9,0,h,41,1577,8.33875
10,0,h,42,1601,5.91023
11,0,h,43,1549,5.02166
12,0,h,44,1589,10.0065
13,0,h,45,1555,6.06294
14,0,h,46,1575,5.51954
15,0,h,47,1623,6.88153
16,0,h,48,1589,10.7352
17,0,h,49,1555,8.12357
18,0,h,50,1635,8.23471
19,0,h,51,1533,8.16528
20,0,h,52,1591,7.53761
21,0,h,53,1577,6.49885
22,0,h,54,1545,6.83131
23,0,h,55,1677,7.7322
24,0,h,56,1591,8.05642
25,0,h,57,1579,7.07807
26,0,h,58,1565,5.27809
27,0,h,59,1553,6.30287
28,0,h,60,1553,7.16356
29,0,h,61,1555,8.64303
30,0,h,62,1647,6.7626
31,0,h,63,1611,6.79488
2048,0,h,64,1699,15.4132
96,0,l,0,1607,7.76436
97,0,l,1,1623,7.54036
98,0,l,2,1639,9.68631
99,0,l,3,1575,7.37089
100,0,l,4,1593,7.17199
101,0,l,5,1633,6.94554
102,0,l,6,1585,7.14084
103,0,l,7,1589,8.01341
104,0,l,8,1659,9.40438
105,0,l,9,1637,10.0999
106,0,l,10,1679,16.322
107,0,l,11,1789,20.7521
108,0,l,12,1711,10.6948
109,0,l,13,1597,7.2543
110,0,l,14,1633,6.85399
111,0,l,15,1661,6.95461
112,0,l,16,1567,7.31957
113,0,l,17,1571,6.25847
114,0,l,18,1585,8.07973
115,0,l,19,1623,7.86685
116,0,l,20,1675,9.50055
117,0,l,21,1583,6.1216
118,0,l,22,1613,8.37916
119,0,l,23,1705,6.95625
120,0,l,24,1673,7.69859
121,0,l,25,1651,8.18591
122,0,l,26,1675,9.82652
123,0,l,27,1621,6.99661
124,0,l,28,1619,6.86831
125,0,l,29,1653,9.30563
126,0,l,30,1607,9.54367
127,0,l,31,1589,8.82799
64,0,l,32,1641,9.10998
65,0,l,33,1575,8.06973
66,0,l,34,1577,6.02498
67,0,l,35,1541,6.81245
68,0,l,36,1603,8.59223
69,0,l,37,1587,8.08224
70,0,l,38,1539,7.71025
71,0,l,39,1607,6.71129
72,0,l,40,1519,6.93109
73,0,l,41,1481,6.42259
74,0,l,42,1605,6.4518
75,0,l,43,1509,6.87253
76,0,l,44,1501,7.2106
77,0,l,45,1533,6.22718
78,0,l,46,1495,7.52746
79,0,l,47,1533,9.08134
80,0,l,48,1521,6.90747
81,0,l,49,1511,8.05693
82,0,l,50,1573,6.33634
83,0,l,51,1623,7.04833
84,0,l,52,1593,6.74672
85,0,l,53,1599,8.91312
86,0,l,54,1527,7.05761
87,0,l,55,1497,6.69779
88,0,l,56,1545,6.38406
89,0,l,57,1531,6.51787
90,0,l,58,1553,6.83298
91,0,l,59,1555,7.35952
92,0,l,60,1575,6.90654
93,0,l,61,1645,7.16309
94,0,l,62,1613,7.57386
95,0,l,63,1523,8.16431
2049,0,l,64,1639,16.6958
