STRIP_ID,Detector,detector_side,Strip,threshold_ADC,threshold_keV
32,0,h,0,1659,7.83472
33,0,h,1,1601,6.60033
34,0,h,2,1603,5.81963
35,0,h,3,1647,6.4193
36,0,h,4,1673,10.4015
37,0,h,5,1619,8.21776
38,0,h,6,1641,7.9114
39,0,h,7,1701,6.58205
40,0,h,8,1591,7.2682
41,0,h,9,1601,8.64081
42,0,h,10,1645,5.86383
43,0,h,11,1637,7.90738
44,0,h,12,1639,8.64157
45,0,h,13,1611,8.73995
46,0,h,14,1661,5.70447
47,0,h,15,1645,2.78436
48,0,h,16,1655,7.46188
49,0,h,17,1587,6.65568
50,0,h,18,1627,6.14382
51,0,h,19,1595,7.02734
52,0,h,20,1645,4.60673
53,0,h,21,1609,7.86314
54,0,h,22,1653,7.34011
55,0,h,23,1647,8.50483
56,0,h,24,1627,7.93688
57,0,h,25,1651,6.37971
58,0,h,26,1603,5.79068
59,0,h,27,1671,6.32468
60,0,h,28,1617,7.75607
61,0,h,29,1639,7.13314
62,0,h,30,1647,8.21833
0,0,h,32,1679,2.85925
1,0,h,33,1623,10.7785
2,0,h,34,1641,11.1646
3,0,h,35,1729,10.7125
4,0,h,36,1697,7.00134
5,0,h,37,1567,8.15796
6,0,h,38,1609,8.97922
7,0,h,39,1627,9.79534
8,0,h,40,1671,5.06998
9,0,h,41,1701,7.18621
10,0,h,42,1703,8.3302
11,0,h,43,1611,9.3283
12,0,h,44,1641,9.02854
13,0,h,45,1643,9.32812
14,0,h,46,1683,8.55746
15,0,h,47,1639,7.90854
16,0,h,48,1679,6.65218
17,0,h,49,1681,5.39389
18,0,h,50,1681,9.20631
19,0,h,51,1655,8.20604
20,0,h,52,1587,7.47583
21,0,h,53,1663,9.39455
22,0,h,54,1641,4.18009
23,0,h,55,1677,8.44544
24,0,h,56,1653,6.71228
25,0,h,57,1689,9.46264
26,0,h,58,1623,7.40214
27,0,h,59,1681,6.36742
28,0,h,60,1691,7.97138
29,0,h,61,1655,9.63364
30,0,h,62,1669,6.58864
31,0,h,63,1703,7.79413
2048,0,h,64,1661,12.7161
96,0,l,0,1629,11.2317
97,0,l,1,1623,7.24243
98,0,l,2,1641,9.01802
99,0,l,3,1575,7.00975
100,0,l,4,1595,6.24097
101,0,l,5,1633,6.60161
102,0,l,6,1587,7.31967
103,0,l,7,1589,7.2457
104,0,l,8,1661,7.32166
105,0,l,9,1635,9.64495
106,0,l,10,1629,8.22099
107,0,l,11,1707,6.76464
108,0,l,12,1709,10.2546
109,0,l,13,1599,7.38728
110,0,l,14,1645,8.60593
111,0,l,15,1663,7.05584
112,0,l,16,1569,7.24507
113,0,l,17,1573,5.56278
114,0,l,18,1585,7.92491
115,0,l,19,1623,7.66158
116,0,l,20,1675,9.34357
117,0,l,21,1583,5.38205
118,0,l,22,1615,8.46032
119,0,l,23,1705,6.86677
120,0,l,24,1673,7.37888
121,0,l,25,1651,7.39553
122,0,l,26,1675,9.68274
123,0,l,27,1623,7.3374
124,0,l,28,1631,7.37278
125,0,l,29,1653,9.10614
126,0,l,30,1637,14.2764
127,0,l,31,1655,19.6078
64,0,l,32,1637,8.49348
65,0,l,33,1573,7.50915
66,0,l,34,1585,7.30918
67,0,l,35,1541,6.79924
68,0,l,36,1601,8.34584
69,0,l,37,1585,7.77931
70,0,l,38,1537,7.42928
71,0,l,39,1607,6.72036
73,0,l,41,1495,8.48061
74,0,l,42,1605,6.39538
75,0,l,43,1519,8.43133
77,0,l,45,1545,8.11673
78,0,l,46,1493,7.16514
79,0,l,47,1529,8.39486
80,0,l,48,1519,6.5181
81,0,l,49,1513,6.83837
83,0,l,51,1633,7.52107
84,0,l,52,1601,8.01075
85,0,l,53,1597,6.50506
86,0,l,54,1535,8.25677
87,0,l,55,1505,7.11708
88,0,l,56,1553,7.58839
89,0,l,57,1541,6.34137
90,0,l,58,1559,7.94061
91,0,l,59,1555,7.36116
92,0,l,60,1573,6.81862
93,0,l,61,1653,8.66136
94,0,l,62,1613,7.58388
95,0,l,63,1543,10.8834
2049,0,l,64,1627,15.1625
