STRIP_ID,Detector,detector_side,Strip,threshold_ADC,threshold_keV
32,0,h,0,1661,8.99945
33,0,h,1,1601,7.27664
34,0,h,2,1603,7.90057
35,0,h,3,1647,7.52017
36,0,h,4,1673,9.49135
37,0,h,5,1619,8.54385
38,0,h,6,1639,7.54459
39,0,h,7,1703,7.65513
40,0,h,8,1591,7.34293
41,0,h,9,1601,9.0444
42,0,h,10,1647,7.35312
43,0,h,11,1637,8.67316
44,0,h,12,1641,9.1017
45,0,h,13,1613,8.36174
46,0,h,14,1661,7.37282
47,0,h,15,1647,6.30552
48,0,h,16,1655,7.61604
49,0,h,17,1587,7.66999
50,0,h,18,1627,7.1701
51,0,h,19,1597,8.01218
52,0,h,20,1645,6.59746
53,0,h,21,1609,8.05953
54,0,h,22,1655,8.11811
55,0,h,23,1645,7.96363
56,0,h,24,1627,8.62868
57,0,h,25,1651,7.11467
58,0,h,26,1605,8.10238
59,0,h,27,1673,8.07254
60,0,h,28,1617,8.2655
61,0,h,29,1639,7.99212
62,0,h,30,1647,8.7159
0,0,h,32,1677,10.5876
1,0,h,33,1621,10.0589
2,0,h,34,1639,10.4896
3,0,h,35,1727,10.4249
4,0,h,36,1693,7.86889
5,0,h,37,1565,9.05005
6,0,h,38,1605,8.88726
7,0,h,39,1627,9.17485
8,0,h,40,1667,7.62784
9,0,h,41,1697,7.80327
10,0,h,42,1699,8.35099
11,0,h,43,1609,10.0567
12,0,h,44,1639,9.30927
13,0,h,45,1641,8.83769
14,0,h,46,1681,8.36827
15,0,h,47,1637,8.55887
16,0,h,48,1677,8.02268
17,0,h,49,1677,7.22715
18,0,h,50,1679,9.11591
19,0,h,51,1653,8.64252
20,0,h,52,1587,8.22362
21,0,h,53,1663,9.37889
22,0,h,54,1639,6.97513
23,0,h,55,1677,9.07205
24,0,h,56,1653,8.1482
25,0,h,57,1687,9.57162
26,0,h,58,1621,8.34099
27,0,h,59,1681,8.33758
28,0,h,60,1689,8.93119
29,0,h,61,1653,9.03467
30,0,h,62,1667,7.87977
31,0,h,63,1701,9.10755
2048,0,h,64,1659,12.0244
96,0,l,0,1683,12.1296
97,0,l,1,1633,11.6941
98,0,l,2,1639,10.4993
99,0,l,3,1637,9.97264
100,0,l,4,1687,11.3663
101,0,l,5,1595,11.0612
102,0,l,6,1573,10.1114
103,0,l,7,1567,11.4042
104,0,l,8,1549,10.118
105,0,l,9,1655,10.5747
106,0,l,10,1661,10.4934
107,0,l,11,1623,11.7292
108,0,l,12,1667,10.4464
109,0,l,13,1637,11.4122
110,0,l,14,1653,10.4151
111,0,l,15,1575,10.125
112,0,l,16,1607,10.361
113,0,l,17,1543,10.589
114,0,l,18,1611,10.7042
115,0,l,19,1539,11.4541
116,0,l,20,1615,10.4213
117,0,l,21,1547,12.1115
119,0,l,23,1603,11.3794
120,0,l,24,1615,10.9933
121,0,l,25,1579,10.2906
122,0,l,26,1641,10.9032
123,0,l,27,1583,10.8767
124,0,l,28,1619,10.75
125,0,l,29,1585,11.218
126,0,l,30,1557,11.681
127,0,l,31,1587,10.9207
64,0,l,32,1617,9.61618
65,0,l,33,1609,8.13153
66,0,l,34,1617,7.9438
67,0,l,35,1661,9.6399
68,0,l,36,1669,8.73946
69,0,l,37,1641,9.4386
70,0,l,38,1655,8.78904
71,0,l,39,1595,9.27756
72,0,l,40,1613,8.79046
73,0,l,41,1603,8.69816
74,0,l,42,1647,8.61327
75,0,l,43,1615,7.82849
76,0,l,44,1583,8.17188
77,0,l,45,1623,9.34266
78,0,l,46,1617,9.04791
79,0,l,47,1639,9.1198
80,0,l,48,1657,9.15065
81,0,l,49,1619,9.23798
82,0,l,50,1615,7.84819
83,0,l,51,1679,6.85641
84,0,l,52,1647,9.90752
85,0,l,53,1643,10.6196
86,0,l,54,1603,8.81604
87,0,l,55,1607,7.40948
88,0,l,56,1673,8.40152
89,0,l,57,1673,8.89522
90,0,l,58,1693,9.92079
91,0,l,59,1553,8.19858
92,0,l,60,1653,8.83243
93,0,l,61,1625,8.45737
94,0,l,62,1645,7.87282
95,0,l,63,1649,9.28796
2049,0,l,64,1661,16.6929
