STRIP_ID,Detector,detector_side,Strip,threshold_ADC,threshold_keV
32,0,h,0,1611,8.68115
33,0,h,1,1651,8.40163
34,0,h,2,1621,4.83833
35,0,h,3,1643,6.16133
36,0,h,4,1651,7.54546
37,0,h,5,1591,6.83716
38,0,h,6,1557,7.41337
39,0,h,7,1637,7.63507
40,0,h,8,1603,6.42984
41,0,h,9,1597,8.87732
42,0,h,10,1575,7.09294
43,0,h,11,1645,9.73608
44,0,h,12,1535,6.1654
45,0,h,13,1593,6.14629
46,0,h,14,1571,6.20238
47,0,h,15,1617,6.26197
48,0,h,16,1585,7.62987
49,0,h,17,1535,7.30359
50,0,h,18,1615,8.0604
51,0,h,19,1549,7.19944
52,0,h,20,1619,8.88992
53,0,h,21,1579,6.60721
54,0,h,22,1673,8.29659
55,0,h,23,1571,7.21305
56,0,h,24,1563,6.90022
57,0,h,25,1523,6.06201
58,0,h,26,1587,6.02014
59,0,h,27,1615,7.68893
60,0,h,28,1653,8.77177
61,0,h,29,1577,7.31903
62,0,h,30,1571,7.19044
63,0,h,31,1569,6.9635
0,0,h,32,1545,8.62711
1,0,h,33,1565,8.4588
2,0,h,34,1511,7.00386
3,0,h,35,1591,6.85058
4,0,h,36,1637,6.85486
5,0,h,37,1609,8.01905
6,0,h,38,1641,8.55062
7,0,h,39,1641,7.79238
8,0,h,40,1583,8.75022
9,0,h,41,1583,6.06905
10,0,h,42,1613,7.85662
11,0,h,43,1561,7.81464
12,0,h,44,1599,9.23668
13,0,h,45,1567,10.5616
14,0,h,46,1585,7.46044
15,0,h,47,1635,8.75335
16,0,h,48,1603,9.67674
17,0,h,49,1569,7.50318
18,0,h,50,1649,7.92643
19,0,h,51,1547,9.68992
20,0,h,52,1603,10.4103
21,0,h,53,1589,9.21662
22,0,h,54,1559,7.4425
23,0,h,55,1691,7.44904
24,0,h,56,1603,9.41411
25,0,h,57,1593,7.69501
26,0,h,58,1579,7.3743
27,0,h,59,1567,7.54699
28,0,h,60,1567,7.47839
29,0,h,61,1569,8.03966
30,0,h,62,1661,8.41464
31,0,h,63,1623,9.18254
2048,0,h,64,1695,17.6642
96,0,l,0,1603,7.08695
97,0,l,1,1621,6.6969
98,0,l,2,1639,9.20976
99,0,l,3,1573,6.58944
100,0,l,4,1593,6.15793
101,0,l,5,1631,5.621
102,0,l,6,1587,7.03792
103,0,l,7,1587,7.41817
104,0,l,8,1659,8.35249
105,0,l,9,1637,10.335
106,0,l,10,1627,7.07929
107,0,l,11,1705,6.99395
108,0,l,12,1709,10.2241
109,0,l,13,1597,6.47413
110,0,l,14,1641,7.61489
112,0,l,16,1565,7.39102
113,0,l,17,1571,5.81152
114,0,l,18,1585,6.74324
115,0,l,19,1623,6.92691
116,0,l,20,1675,8.42487
117,0,l,21,1581,5.42207
118,0,l,22,1613,7.79208
119,0,l,23,1705,6.26675
120,0,l,24,1671,7.20235
121,0,l,25,1649,6.86353
122,0,l,26,1675,8.96183
124,0,l,28,1625,6.61765
125,0,l,29,1653,8.41589
126,0,l,30,1607,8.87457
127,0,l,31,1583,7.78194
64,0,l,32,1647,8.96507
65,0,l,33,1581,7.95653
66,0,l,34,1579,4.94054
67,0,l,35,1547,6.85758
68,0,l,36,1609,7.5017
69,0,l,37,1591,7.57037
70,0,l,38,1543,6.44362
71,0,l,39,1611,5.99
72,0,l,40,1527,7.05742
73,0,l,41,1489,6.53388
74,0,l,42,1611,6.43604
75,0,l,43,1513,6.81752
76,0,l,44,1509,7.58639
77,0,l,45,1539,6.80171
78,0,l,46,1501,7.06072
79,0,l,47,1539,8.08609
80,0,l,48,1525,6.41328
81,0,l,49,1517,7.30414
82,0,l,50,1579,6.35228
83,0,l,51,1627,6.48623
84,0,l,52,1597,4.8818
85,0,l,53,1603,7.5383
86,0,l,54,1533,6.50979
87,0,l,55,1505,7.21932
88,0,l,56,1551,5.46617
89,0,l,57,1537,6.29856
90,0,l,58,1557,6.39822
91,0,l,59,1563,7.809
92,0,l,60,1583,6.83468
93,0,l,61,1651,6.51145
94,0,l,62,1619,6.94312
95,0,l,63,1523,7.58475
2049,0,l,64,1611,11.8389
