STRIP_ID,Detector,detector_side,Strip,threshold_ADC,threshold_keV
32,0,h,0,1661,7.9345
33,0,h,1,1601,6.54131
34,0,h,2,1601,5.29993
35,0,h,3,1647,6.34309
36,0,h,4,1671,10.0101
37,0,h,5,1619,8.15083
38,0,h,6,1639,7.54707
39,0,h,7,1703,6.79239
40,0,h,8,1603,9.12349
41,0,h,9,1601,8.63029
42,0,h,10,1645,5.73824
43,0,h,11,1637,7.86839
44,0,h,12,1639,8.49689
45,0,h,13,1611,8.71696
46,0,h,14,1661,5.35157
47,0,h,15,1645,3.03835
48,0,h,16,1665,9.07323
49,0,h,17,1587,6.52522
50,0,h,18,1627,6.27395
51,0,h,19,1595,6.91757
52,0,h,20,1645,4.61562
53,0,h,21,1609,7.86506
54,0,h,22,1653,7.24979
55,0,h,23,1647,8.33741
56,0,h,24,1625,7.39642
57,0,h,25,1651,6.21208
58,0,h,26,1603,5.59506
59,0,h,27,1671,6.3015
60,0,h,28,1617,7.65635
61,0,h,29,1639,6.92165
62,0,h,30,1645,7.7809
0,0,h,32,1677,10.8376
1,0,h,33,1621,10.1053
2,0,h,34,1641,10.8704
3,0,h,35,1727,10.1315
4,0,h,36,1695,6.56991
5,0,h,37,1565,8.22684
6,0,h,38,1605,8.20779
7,0,h,39,1627,9.62797
8,0,h,40,1669,4.73126
9,0,h,41,1699,6.54195
10,0,h,42,1701,7.741
11,0,h,43,1609,8.66315
12,0,h,44,1639,8.47923
13,0,h,45,1643,8.67747
14,0,h,46,1681,7.86972
15,0,h,47,1637,7.33308
16,0,h,48,1677,6.05046
17,0,h,49,1679,4.96164
18,0,h,50,1681,9.05659
19,0,h,51,1653,7.60626
20,0,h,52,1587,7.35736
21,0,h,53,1663,9.23673
22,0,h,54,1641,4.13018
23,0,h,55,1677,8.31846
24,0,h,56,1653,6.66901
25,0,h,57,1687,8.97486
26,0,h,58,1621,6.90897
27,0,h,59,1681,6.4387
28,0,h,60,1691,7.82915
29,0,h,61,1653,9.10982
30,0,h,62,1669,6.40411
31,0,h,63,1703,8.41477
2048,0,h,64,1659,12.7741
96,0,l,0,1595,5.8099
97,0,l,1,1623,6.50148
98,0,l,2,1615,4.75993
99,0,l,3,1635,7.59226
100,0,l,4,1633,4.24027
101,0,l,5,1583,6.997
102,0,l,6,1547,6.88717
103,0,l,7,1629,7.93377
104,0,l,8,1595,7.13755
105,0,l,9,1577,6.90376
106,0,l,10,1559,6.15297
107,0,l,11,1627,7.65963
108,0,l,12,1527,4.63221
109,0,l,13,1585,7.34214
110,0,l,14,1565,6.69095
111,0,l,15,1609,6.83896
112,0,l,16,1567,5.79856
113,0,l,17,1527,7.52532
114,0,l,18,1595,6.05625
115,0,l,19,1531,5.08596
116,0,l,20,1591,6.3844
117,0,l,21,1571,7.21791
118,0,l,22,1653,5.83365
119,0,l,23,1565,6.77767
120,0,l,24,1545,5.73468
121,0,l,25,1515,6.49492
122,0,l,26,1581,6.42044
123,0,l,27,1597,4.78052
124,0,l,28,1633,6.73147
125,0,l,29,1567,7.0174
126,0,l,30,1563,7.1121
127,0,l,31,1551,6.12901
64,0,l,32,1525,6.03002
65,0,l,33,1543,4.33356
66,0,l,34,1499,6.04441
67,0,l,35,1579,5.90736
68,0,l,36,1627,6.25055
69,0,l,37,1593,6.1116
70,0,l,38,1621,6.6934
71,0,l,39,1629,7.21637
72,0,l,40,1571,6.32856
73,0,l,41,1583,7.12633
74,0,l,42,1609,7.69431
75,0,l,43,1549,6.17444
76,0,l,44,1575,7.08243
77,0,l,45,1545,7.23969
78,0,l,46,1573,6.61493
79,0,l,47,1621,6.66072
80,0,l,48,1579,7.09156
81,0,l,49,1555,7.10997
82,0,l,50,1625,5.63399
83,0,l,51,1513,4.54979
84,0,l,52,1571,5.98105
85,0,l,53,1575,7.10348
86,0,l,54,1545,7.19721
87,0,l,55,1675,6.2888
88,0,l,56,1581,5.38023
89,0,l,57,1571,5.19007
90,0,l,58,1565,7.06712
91,0,l,59,1553,7.30991
92,0,l,60,1545,5.96908
93,0,l,61,1545,6.4844
94,0,l,62,1637,5.4452
95,0,l,63,1587,5.1098
2049,0,l,64,1819,35.2053
