STRIP_ID,Detector,detector_side,Strip,threshold_ADC,threshold_keV
32,0,h,0,1663,8.10015
33,0,h,1,1603,6.78027
34,0,h,2,1603,5.23654
35,0,h,3,1649,7.02411
36,0,h,4,1675,10.0214
37,0,h,5,1619,8.07399
38,0,h,6,1641,7.80297
39,0,h,7,1703,6.54404
40,0,h,8,1605,9.59822
41,0,h,9,1603,8.86464
42,0,h,10,1647,5.89565
43,0,h,11,1639,8.14004
44,0,h,12,1641,8.9258
45,0,h,13,1613,7.86407
46,0,h,14,1661,4.87729
47,0,h,15,1647,3.09219
48,0,h,16,1667,9.32396
49,0,h,17,1589,6.5929
50,0,h,18,1629,6.22147
51,0,h,19,1597,7.32045
52,0,h,20,1647,4.69681
53,0,h,21,1611,7.76974
54,0,h,22,1655,7.56536
55,0,h,23,1647,7.75764
56,0,h,24,1629,8.5206
57,0,h,25,1653,6.71435
58,0,h,26,1605,5.85958
59,0,h,27,1675,6.80608
60,0,h,28,1617,7.49542
61,0,h,29,1639,7.09512
62,0,h,30,1649,8.52181
0,0,h,32,1675,17.7967
1,0,h,33,1619,9.98072
2,0,h,34,1639,11.0784
3,0,h,35,1727,10.2014
4,0,h,36,1693,6.11959
5,0,h,37,1563,7.98792
6,0,h,38,1603,7.99352
7,0,h,39,1625,9.74808
8,0,h,40,1667,3.95967
9,0,h,41,1697,6.22318
10,0,h,42,1699,7.54961
11,0,h,43,1607,8.39609
12,0,h,44,1637,8.20643
13,0,h,45,1639,8.86305
14,0,h,46,1679,7.52753
15,0,h,47,1635,7.11385
16,0,h,48,1675,5.60004
17,0,h,49,1677,4.51572
18,0,h,50,1677,8.5142
19,0,h,51,1649,6.96584
20,0,h,52,1585,7.15702
21,0,h,53,1661,9.04337
22,0,h,54,1637,3.31655
23,0,h,55,1673,7.75837
24,0,h,56,1651,6.36938
25,0,h,57,1685,8.80063
26,0,h,58,1619,6.74042
27,0,h,59,1679,6.09047
28,0,h,60,1689,7.57564
29,0,h,61,1651,7.90268
30,0,h,62,1665,5.38547
31,0,h,63,1699,7.24
2048,0,h,64,1671,14.1571
96,0,l,0,1631,11.6084
97,0,l,1,1625,6.46807
98,0,l,2,1617,6.13846
99,0,l,3,1637,7.51464
100,0,l,4,1635,5.72448
101,0,l,5,1585,7.31478
102,0,l,6,1549,7.44245
103,0,l,7,1631,8.18012
104,0,l,8,1597,7.32448
105,0,l,9,1579,7.39427
106,0,l,10,1561,6.03164
107,0,l,11,1629,7.76901
108,0,l,12,1529,6.29791
109,0,l,13,1587,7.60901
110,0,l,14,1567,7.19575
111,0,l,15,1611,7.00377
112,0,l,16,1569,6.77918
113,0,l,17,1529,7.97081
114,0,l,18,1597,6.57524
115,0,l,19,1533,6.02222
116,0,l,20,1593,6.6177
117,0,l,21,1573,7.86999
118,0,l,22,1653,5.89769
119,0,l,23,1567,7.00918
120,0,l,24,1549,6.88737
121,0,l,25,1515,6.57465
122,0,l,26,1583,6.75629
123,0,l,27,1599,6.12437
124,0,l,28,1633,6.75418
125,0,l,29,1569,7.43004
126,0,l,30,1563,7.2221
127,0,l,31,1563,8.13072
64,0,l,32,1537,7.74176
65,0,l,33,1547,5.97881
66,0,l,34,1501,6.87306
67,0,l,35,1581,6.96141
68,0,l,36,1629,7.31532
69,0,l,37,1597,6.86172
70,0,l,38,1623,7.04492
71,0,l,39,1629,7.19829
72,0,l,40,1573,7.492
73,0,l,41,1585,7.30717
74,0,l,42,1611,7.62527
75,0,l,43,1551,6.25522
76,0,l,44,1577,7.56073
77,0,l,45,1545,7.19074
78,0,l,46,1575,6.86935
79,0,l,47,1625,7.29156
80,0,l,48,1581,7.4034
81,0,l,49,1557,7.47076
82,0,l,50,1629,6.09387
83,0,l,51,1517,6.22021
84,0,l,52,1573,5.65518
85,0,l,53,1579,7.84879
86,0,l,54,1547,7.62968
87,0,l,55,1677,6.56925
88,0,l,56,1583,6.59863
89,0,l,57,1573,6.32297
90,0,l,58,1567,7.35079
91,0,l,59,1555,7.54702
92,0,l,60,1555,7.56411
93,0,l,61,1549,6.98361
94,0,l,62,1651,7.49307
95,0,l,63,1613,8.87705
2049,0,l,64,1751,23.3726
