STRIP_ID,Detector,detector_side,Strip,threshold_ADC,threshold_keV
32,0,h,0,1645,6.36769
33,0,h,1,1601,7.41537
34,0,h,2,1601,7.39381
35,0,h,3,1637,5.91408
36,0,h,4,1663,7.89804
37,0,h,5,1607,6.51352
38,0,h,6,1639,7.73681
39,0,h,7,1701,7.39827
40,0,h,8,1591,7.44452
41,0,h,9,1589,7.02372
42,0,h,10,1643,6.89551
43,0,h,11,1625,6.72062
44,0,h,12,1627,6.95573
45,0,h,13,1611,8.16129
46,0,h,14,1649,5.4726
47,0,h,15,1645,5.83986
48,0,h,16,1653,7.42766
49,0,h,17,1575,5.75265
50,0,h,18,1625,6.94875
51,0,h,19,1593,7.40839
52,0,h,20,1643,6.18834
53,0,h,21,1609,8.15869
54,0,h,22,1653,7.86236
55,0,h,23,1645,8.01484
56,0,h,24,1615,6.63814
57,0,h,25,1651,7.186
58,0,h,26,1591,5.78614
59,0,h,27,1661,6.08055
60,0,h,28,1615,7.88338
61,0,h,29,1637,7.78356
62,0,h,30,1647,8.88503
0,0,h,32,1677,10.6262
1,0,h,33,1621,10.168
2,0,h,34,1639,10.5108
3,0,h,35,1727,10.3822
4,0,h,36,1695,8.28355
5,0,h,37,1565,9.19309
6,0,h,38,1607,9.31363
7,0,h,39,1625,8.92137
8,0,h,40,1669,7.82503
9,0,h,41,1697,7.82947
10,0,h,42,1701,8.82998
11,0,h,43,1609,10.1051
12,0,h,44,1637,9.01727
13,0,h,45,1641,8.87715
14,0,h,46,1679,8.27213
15,0,h,47,1637,8.73714
16,0,h,48,1677,8.07328
17,0,h,49,1677,7.1116
18,0,h,50,1679,9.28538
19,0,h,51,1651,8.29411
20,0,h,52,1585,7.87812
21,0,h,53,1663,9.49585
22,0,h,54,1639,6.84234
23,0,h,55,1673,8.14779
24,0,h,56,1651,7.82078
25,0,h,57,1687,9.54642
26,0,h,58,1621,8.37589
27,0,h,59,1679,7.93132
28,0,h,60,1689,8.85484
29,0,h,61,1653,8.94396
30,0,h,62,1667,7.94104
31,0,h,63,1701,9.13826
2048,0,h,64,1661,11.1279
96,0,l,0,1677,11.4243
97,0,l,1,1629,11.2764
98,0,l,2,1635,10.0298
99,0,l,3,1633,9.65373
100,0,l,4,1683,11.063
101,0,l,5,1589,10.3309
102,0,l,6,1569,9.67197
103,0,l,7,1563,10.904
104,0,l,8,1543,9.41567
105,0,l,9,1651,10.1392
106,0,l,10,1655,9.79075
107,0,l,11,1619,11.192
108,0,l,12,1661,9.72344
109,0,l,13,1631,10.5136
110,0,l,14,1649,9.97726
111,0,l,15,1571,9.63735
112,0,l,16,1601,9.6829
113,0,l,17,1537,10.1158
114,0,l,18,1605,10.1025
115,0,l,19,1535,10.9444
116,0,l,20,1611,9.94449
117,0,l,21,1539,11.0196
118,0,l,22,1603,10.186
119,0,l,23,1595,10.5562
120,0,l,24,1609,10.3888
121,0,l,25,1575,9.9196
122,0,l,26,1635,10.0381
123,0,l,27,1579,10.3676
124,0,l,28,1613,10.036
125,0,l,29,1579,10.5413
126,0,l,30,1553,11.3211
127,0,l,31,1581,10.1964
64,0,l,32,1615,9.29046
65,0,l,33,1611,8.5091
66,0,l,34,1617,7.828
67,0,l,35,1659,9.2598
68,0,l,36,1667,8.2864
69,0,l,37,1639,8.98834
70,0,l,38,1653,8.54532
71,0,l,39,1595,9.18907
72,0,l,40,1613,8.76399
73,0,l,41,1603,8.64953
74,0,l,42,1645,8.2627
75,0,l,43,1615,7.64668
76,0,l,44,1581,7.70009
77,0,l,45,1623,9.30219
78,0,l,46,1615,8.76876
79,0,l,47,1635,8.46273
80,0,l,48,1657,9.06341
81,0,l,49,1619,9.30293
82,0,l,50,1613,7.38125
83,0,l,51,1689,8.28374
84,0,l,52,1635,7.74857
85,0,l,53,1625,7.69513
86,0,l,54,1603,8.90648
87,0,l,55,1607,7.33971
88,0,l,56,1671,8.01232
89,0,l,57,1671,8.63099
90,0,l,58,1693,9.82631
91,0,l,59,1551,7.8899
92,0,l,60,1653,8.81121
93,0,l,61,1623,8.14239
94,0,l,62,1643,7.66504
95,0,l,63,1647,8.98215
2049,0,l,64,1635,12.4237
