STRIP_ID,Detector,detector_side,Strip,threshold_ADC,threshold_keV
32,0,h,0,1657,7.48045
33,0,h,1,1601,6.53269
34,0,h,2,1601,5.39894
35,0,h,3,1645,6.00693
36,0,h,4,1669,9.76147
37,0,h,5,1617,7.86626
38,0,h,6,1637,7.14297
39,0,h,7,1701,6.40461
40,0,h,8,1601,8.72248
41,0,h,9,1599,8.36776
42,0,h,10,1643,5.45597
43,0,h,11,1635,7.48673
44,0,h,12,1639,8.45631
45,0,h,13,1611,8.77701
46,0,h,14,1659,5.26371
47,0,h,15,1643,2.55343
48,0,h,16,1663,8.75732
49,0,h,17,1587,6.36131
50,0,h,18,1625,5.87491
51,0,h,19,1593,6.63441
52,0,h,20,1643,4.31162
53,0,h,21,1607,7.61587
54,0,h,22,1653,7.35932
55,0,h,23,1645,8.1274
56,0,h,24,1625,7.56978
57,0,h,25,1649,6.03318
58,0,h,26,1601,5.26548
59,0,h,27,1669,5.93551
60,0,h,28,1617,7.80244
61,0,h,29,1637,6.65579
62,0,h,30,1645,7.83304
0,0,h,32,1681,10.5378
1,0,h,33,1625,10.8359
2,0,h,34,1643,11.3675
3,0,h,35,1729,10.7435
4,0,h,36,1699,7.37048
5,0,h,37,1569,8.38119
6,0,h,38,1609,8.72215
7,0,h,39,1631,10.5761
8,0,h,40,1673,5.38718
9,0,h,41,1703,7.53368
10,0,h,42,1705,8.67761
11,0,h,43,1613,9.52915
12,0,h,44,1641,9.04463
13,0,h,45,1645,9.54026
14,0,h,46,1683,8.22739
15,0,h,47,1641,8.12611
16,0,h,48,1681,6.86403
17,0,h,49,1681,5.38435
18,0,h,50,1683,9.44908
19,0,h,51,1657,8.46734
20,0,h,52,1589,7.64922
21,0,h,53,1665,9.73037
22,0,h,54,1643,4.55478
23,0,h,55,1679,8.60701
24,0,h,56,1655,7.07987
25,0,h,57,1691,10.1415
26,0,h,58,1623,7.30589
27,0,h,59,1683,6.83896
28,0,h,60,1693,8.31689
29,0,h,61,1657,10.0453
30,0,h,62,1671,6.77003
31,0,h,63,1707,8.58445
2048,0,h,64,1667,0.444245
96,0,l,0,1629,11.0446
97,0,l,1,1633,8.45495
98,0,l,2,1641,9.89552
99,0,l,3,1575,7.06006
100,0,l,4,1595,5.54238
101,0,l,5,1633,6.65677
102,0,l,6,1587,7.24796
103,0,l,7,1589,8.02413
104,0,l,8,1661,8.39587
105,0,l,9,1637,9.57427
106,0,l,10,1629,8.08389
107,0,l,11,1707,6.66567
108,0,l,12,1709,10.2533
109,0,l,13,1601,7.99097
110,0,l,14,1645,8.56975
111,0,l,15,1661,6.7812
112,0,l,16,1569,7.28712
113,0,l,17,1575,6.04396
114,0,l,18,1587,8.19118
115,0,l,19,1623,7.75437
116,0,l,20,1675,9.33457
117,0,l,21,1585,6.20866
118,0,l,22,1615,8.56645
119,0,l,23,1703,6.54414
120,0,l,24,1673,7.38822
121,0,l,25,1651,7.21148
122,0,l,26,1675,9.6445
123,0,l,27,1623,7.3408
124,0,l,28,1631,7.41742
125,0,l,29,1655,9.45593
126,0,l,30,1637,14.2833
127,0,l,31,1655,19.6025
64,0,l,32,1639,8.62098
65,0,l,33,1575,7.78803
66,0,l,34,1585,7.27887
67,0,l,35,1541,6.78846
68,0,l,36,1603,8.55872
69,0,l,37,1585,7.76729
70,0,l,38,1537,7.67526
71,0,l,39,1605,6.45113
72,0,l,40,1519,6.69346
73,0,l,41,1481,6.11278
74,0,l,42,1605,6.45142
75,0,l,43,1507,6.49715
76,0,l,44,1503,6.89637
77,0,l,45,1541,7.43766
78,0,l,46,1493,7.15824
79,0,l,47,1529,8.14899
80,0,l,48,1519,6.59089
81,0,l,49,1509,6.42499
82,0,l,50,1583,7.98638
83,0,l,51,1629,6.16468
84,0,l,52,1601,8.07827
85,0,l,53,1597,7.15943
86,0,l,54,1527,7.01635
87,0,l,55,1497,6.85169
88,0,l,56,1545,6.26702
89,0,l,57,1541,7.46575
90,0,l,58,1559,7.9642
91,0,l,59,1555,7.36169
92,0,l,60,1575,7.16888
93,0,l,61,1643,6.93074
94,0,l,62,1613,7.51112
95,0,l,63,1543,11.0743
2049,0,l,64,1629,16.735
