STRIP_ID,Detector,detector_side,Strip,threshold_ADC,threshold_keV
32,0,h,0,1659,7.68004
33,0,h,1,1615,8.90842
34,0,h,2,1617,7.85199
35,0,h,3,1653,7.31078
36,0,h,4,1677,11.0107
37,0,h,5,1621,8.4132
38,0,h,6,1653,9.68787
39,0,h,7,1717,9.14986
40,0,h,8,1605,9.61161
41,0,h,9,1605,9.19556
42,0,h,10,1659,8.224
43,0,h,11,1641,8.45777
44,0,h,12,1643,8.22133
45,0,h,13,1627,9.71857
46,0,h,14,1665,5.81179
47,0,h,15,1661,5.21062
48,0,h,16,1669,9.74758
49,0,h,17,1589,6.85733
50,0,h,18,1641,8.46837
51,0,h,19,1609,9.08424
52,0,h,20,1659,7.18408
53,0,h,21,1625,10.4186
54,0,h,22,1669,9.88607
55,0,h,23,1661,10.8376
56,0,h,24,1631,8.46132
57,0,h,25,1665,8.70978
58,0,h,26,1605,5.86506
59,0,h,27,1675,6.95496
60,0,h,28,1631,10.0135
61,0,h,29,1653,9.47773
62,0,h,30,1657,9.861
0,0,h,32,1679,2.02278
1,0,h,33,1625,11.167
2,0,h,34,1645,12.1415
3,0,h,35,1731,11.2552
4,0,h,36,1701,7.73601
5,0,h,37,1571,9.03762
6,0,h,38,1609,9.07067
7,0,h,39,1633,10.9811
8,0,h,40,1673,5.56158
9,0,h,41,1705,7.85476
10,0,h,42,1705,8.99024
11,0,h,43,1617,10.4123
12,0,h,44,1643,9.39616
13,0,h,45,1645,10.2246
14,0,h,46,1687,9.0808
15,0,h,47,1643,8.7203
16,0,h,48,1681,6.97155
17,0,h,49,1685,6.0653
18,0,h,50,1685,9.91614
19,0,h,51,1657,8.61697
20,0,h,52,1593,8.54726
21,0,h,53,1669,10.5232
22,0,h,54,1645,4.69298
23,0,h,55,1679,8.51376
24,0,h,56,1657,7.4999
25,0,h,57,1695,10.6342
26,0,h,58,1627,7.94144
27,0,h,59,1687,7.53287
28,0,h,60,1695,8.64085
29,0,h,61,1661,10.9682
30,0,h,62,1675,7.66937
31,0,h,63,1705,8.71399
2048,0,h,64,1669,12.1781
96,0,l,0,1681,11.2776
97,0,l,1,1637,12.3044
98,0,l,2,1643,10.7502
99,0,l,3,1643,10.1559
100,0,l,4,1691,12.1229
101,0,l,5,1597,11.162
102,0,l,6,1575,10.5497
103,0,l,7,1569,11.5411
104,0,l,8,1551,10.5922
105,0,l,9,1657,10.2663
106,0,l,10,1663,10.3737
107,0,l,11,1627,12.2278
108,0,l,12,1669,10.5821
109,0,l,13,1639,11.3894
110,0,l,14,1655,10.746
111,0,l,15,1577,10.7013
112,0,l,16,1609,10.8266
113,0,l,17,1545,10.5546
114,0,l,18,1613,12.2309
115,0,l,19,1541,11.7664
116,0,l,20,1619,10.8348
117,0,l,21,1547,11.9252
118,0,l,22,1611,11.3186
119,0,l,23,1603,10.8809
120,0,l,24,1617,10.8848
121,0,l,25,1583,10.2006
122,0,l,26,1641,11.0777
123,0,l,27,1587,11.4576
124,0,l,28,1623,11.7928
125,0,l,29,1589,12.1424
126,0,l,30,1559,12.2926
127,0,l,31,1591,11.3522
64,0,l,32,1621,9.5173
65,0,l,33,1615,8.30187
66,0,l,34,1621,7.98035
67,0,l,35,1667,9.64464
68,0,l,36,1675,8.37093
69,0,l,37,1645,8.75301
70,0,l,38,1661,9.03831
71,0,l,39,1603,9.57819
72,0,l,40,1619,8.66471
73,0,l,41,1609,8.46943
74,0,l,42,1653,9.53564
75,0,l,43,1621,8.37193
76,0,l,44,1587,7.54533
77,0,l,45,1629,9.15012
78,0,l,46,1623,9.36024
79,0,l,47,1645,9.56339
80,0,l,48,1663,9.30308
81,0,l,49,1625,8.6606
82,0,l,50,1621,8.67817
83,0,l,51,1757,18.272
84,0,l,52,1723,21.446
85,0,l,53,1707,19.9233
86,0,l,54,1609,9.43078
87,0,l,55,1615,7.6821
88,0,l,56,1677,8.25168
89,0,l,57,1677,8.4786
90,0,l,58,1699,9.46149
91,0,l,59,1561,8.73565
92,0,l,60,1659,8.98161
93,0,l,61,1633,9.47684
94,0,l,62,1651,6.51336
95,0,l,63,1651,8.87134
2049,0,l,64,1639,13.3818
