STRIP_ID,Detector,detector_side,Strip,threshold_ADC,threshold_keV
32,0,h,0,1657,7.73975
33,0,h,1,1601,7.1908
34,0,h,2,1601,6.39738
35,0,h,3,1645,6.5249
36,0,h,4,1671,8.8934
37,0,h,5,1617,7.42884
38,0,h,6,1649,8.35347
39,0,h,7,1699,6.43185
40,0,h,8,1601,8.55845
41,0,h,9,1597,7.49841
42,0,h,10,1643,6.30181
43,0,h,11,1635,7.84164
44,0,h,12,1639,8.1622
45,0,h,13,1611,7.40678
46,0,h,14,1659,6.73811
47,0,h,15,1643,5.17158
48,0,h,16,1663,8.17133
49,0,h,17,1587,7.41549
50,0,h,18,1625,5.65968
51,0,h,19,1593,6.48035
52,0,h,20,1643,6.22382
53,0,h,21,1607,7.09823
54,0,h,22,1653,7.51131
55,0,h,23,1645,6.68414
56,0,h,24,1625,7.61334
57,0,h,25,1651,6.3892
58,0,h,26,1601,6.73417
59,0,h,27,1669,6.81933
60,0,h,28,1615,6.78029
61,0,h,29,1637,7.41539
62,0,h,30,1645,7.79588
1,0,h,33,1627,9.99494
2,0,h,34,1645,10.0972
3,0,h,35,1729,9.8663
4,0,h,36,1699,8.27057
5,0,h,37,1569,9.01934
6,0,h,38,1611,9.17672
7,0,h,39,1631,8.84441
8,0,h,40,1675,7.52766
9,0,h,41,1703,8.16963
10,0,h,42,1705,8.34288
11,0,h,43,1615,9.98747
12,0,h,44,1643,8.48876
13,0,h,45,1645,8.48139
14,0,h,46,1685,7.84668
15,0,h,47,1643,8.84207
16,0,h,48,1681,8.05811
17,0,h,49,1683,7.5778
18,0,h,50,1683,8.64345
19,0,h,51,1657,8.33958
20,0,h,52,1591,8.35339
21,0,h,53,1667,8.941
22,0,h,54,1643,6.9035
23,0,h,55,1679,7.91666
24,0,h,56,1657,8.85142
25,0,h,57,1693,9.25326
26,0,h,58,1625,8.65817
27,0,h,59,1683,8.22734
28,0,h,60,1695,8.66999
29,0,h,61,1659,8.45919
30,0,h,62,1673,7.24509
31,0,h,63,1707,7.14414
2048,0,h,64,1685,15.7226
96,0,l,0,1631,11.4359
97,0,l,1,1625,6.5916
98,0,l,2,1617,6.09377
99,0,l,3,1637,7.60709
100,0,l,4,1645,7.67624
101,0,l,5,1585,7.06853
102,0,l,6,1549,7.51834
103,0,l,7,1631,7.81864
104,0,l,8,1597,7.3627
105,0,l,9,1579,7.32821
106,0,l,10,1569,7.22693
107,0,l,11,1627,7.16793
108,0,l,12,1529,6.32409
109,0,l,13,1587,6.89745
110,0,l,14,1567,6.64991
111,0,l,15,1611,6.52896
112,0,l,16,1579,7.46503
113,0,l,17,1529,7.15328
114,0,l,18,1599,6.60368
115,0,l,19,1533,6.14086
116,0,l,20,1593,6.30468
117,0,l,21,1573,7.2853
118,0,l,22,1653,5.86781
119,0,l,23,1565,6.85105
120,0,l,24,1557,7.4819
121,0,l,25,1517,6.75094
122,0,l,26,1583,6.40536
123,0,l,27,1599,6.43565
124,0,l,28,1633,6.46854
125,0,l,29,1569,7.30128
126,0,l,30,1563,7.22851
127,0,l,31,1563,8.26927
64,0,l,32,1541,7.82345
65,0,l,33,1551,6.67435
66,0,l,34,1507,7.52236
67,0,l,35,1585,7.55471
68,0,l,36,1635,8.63
69,0,l,37,1603,7.80405
70,0,l,38,1627,7.26384
71,0,l,39,1635,7.53165
72,0,l,40,1579,8.19765
73,0,l,41,1591,7.86997
74,0,l,42,1617,8.47262
75,0,l,43,1557,6.99308
76,0,l,44,1581,7.49487
77,0,l,45,1551,7.64967
78,0,l,46,1581,7.37149
79,0,l,47,1629,7.42239
80,0,l,48,1585,7.88716
81,0,l,49,1561,7.49034
82,0,l,50,1631,6.04727
83,0,l,51,1521,6.72553
84,0,l,52,1577,6.4808
85,0,l,53,1583,7.92508
86,0,l,54,1551,7.79641
87,0,l,55,1683,7.26237
88,0,l,56,1589,7.52427
89,0,l,57,1579,7.06522
90,0,l,58,1573,7.68841
91,0,l,59,1561,8.04789
92,0,l,60,1561,8.08653
93,0,l,61,1553,7.35967
94,0,l,62,1655,8.5392
95,0,l,63,1619,10.5997
2049,0,l,64,1755,25.7514
