# DetID,Strip voltage, StripID, Shaping Offset, Coincidence Window, Disable Time, Flag-to-enable Delay, FL noise cut, Flag delay
1,l,30,2255,500,1400,100,200,200
1,l,31,2255,500,1400,100,200,200
1,l,32,2255,500,1400,100,200,200
1,l,33,2255,500,1400,100,200,200
1,l,34,2255,500,1400,100,200,200
1,l,35,2255,500,1400,100,200,200
1,l,36,2255,500,1400,100,200,200
1,l,37,2255,500,1400,100,200,200
1,l,38,2255,500,1400,100,200,200
1,l,39,2255,500,1400,100,200,200
1,l,40,2255,500,1400,100,200,200
1,l,41,2255,500,1400,100,200,200
1,l,42,2255,500,1400,100,200,200
1,l,43,2255,500,1400,100,200,200
1,l,44,2255,500,1400,100,200,200
1,l,45,2255,500,1400,100,200,200
1,l,46,2255,500,1400,100,200,200
1,l,47,2255,500,1400,100,200,200
1,l,48,2255,500,1400,100,200,200
1,l,49,2255,500,1400,100,200,200
1,l,50,2255,500,1400,100,200,200
1,l,51,2255,500,1400,100,200,200
1,l,52,2255,500,1400,100,200,200
1,l,53,2255,500,1400,100,200,200
1,l,54,2255,500,1400,100,200,200
1,l,55,2255,500,1400,100,200,200
1,l,56,2255,500,1400,100,200,200
1,l,57,2255,500,1400,100,200,200
1,l,58,2255,500,1400,100,200,200
1,l,59,2255,500,1400,100,200,200
1,l,60,2255,500,1400,100,200,200
1,l,61,2255,500,1400,100,200,200
1,l,62,2255,500,1400,100,200,200
1,l,63,2255,500,1400,100,200,200
1,l,64,2255,500,1400,100,200,200
1,h,65,2255,500,1400,100,200,200
1,h,0,2255,500,1400,100,200,200
1,h,1,2255,500,1400,100,200,200
1,h,2,2255,500,1400,100,200,200
1,h,3,2255,500,1400,100,200,200
1,h,4,2255,500,1400,100,200,200
1,h,5,2255,500,1400,100,200,200
1,h,6,2255,500,1400,100,200,200
1,h,7,2255,500,1400,100,200,200
1,h,8,2255,500,1400,100,200,200
1,h,9,2255,500,1400,100,200,200
1,h,10,2255,500,1400,100,200,200
1,h,11,2255,500,1400,100,200,200
1,h,12,2255,500,1400,100,200,200
1,h,13,2255,500,1400,100,200,200
1,h,14,2255,500,1400,100,200,200
1,h,15,2255,500,1400,100,200,200
1,h,16,2255,500,1400,100,200,200
1,h,17,2255,500,1400,100,200,200
1,h,18,2255,500,1400,100,200,200
1,h,19,2255,500,1400,100,200,200
1,h,20,2255,500,1400,100,200,200
1,h,21,2255,500,1400,100,200,200
1,h,22,2255,500,1400,100,200,200
1,h,23,2255,500,1400,100,200,200
1,h,24,2255,500,1400,100,200,200
1,h,25,2255,500,1400,100,200,200
1,h,26,2255,500,1400,100,200,200
1,h,27,2255,500,1400,100,200,200
1,h,28,2255,500,1400,100,200,200
1,h,29,2255,500,1400,100,200,200
1,h,30,2255,500,1400,100,200,200
1,h,31,2255,500,1400,100,200,200
1,h,32,2255,500,1400,100,200,200
1,h,33,2255,500,1400,100,200,200
1,h,34,2255,500,1400,100,200,200
1,h,35,2255,500,1400,100,200,200
1,h,36,2255,500,1400,100,200,200
1,h,37,2255,500,1400,100,200,200
1,h,38,2255,500,1400,100,200,200
1,h,39,2255,500,1400,100,200,200
1,h,40,2255,500,1400,100,200,200
1,h,41,2255,500,1400,100,200,200
1,h,42,2255,500,1400,100,200,200
1,h,43,2255,500,1400,100,200,200
1,h,44,2255,500,1400,100,200,200
1,h,45,2255,500,1400,100,200,200
1,h,46,2255,500,1400,100,200,200
1,h,47,2255,500,1400,100,200,200
1,h,48,2255,500,1400,100,200,200
1,h,49,2255,500,1400,100,200,200
1,h,50,2255,500,1400,100,200,200
1,h,51,2255,500,1400,100,200,200
1,h,52,2255,500,1400,100,200,200
1,h,53,2255,500,1400,100,200,200
1,h,54,2255,500,1400,100,200,200
1,h,55,2255,500,1400,100,200,200
1,h,56,2255,500,1400,100,200,200
1,h,57,2255,500,1400,100,200,200
1,h,58,2255,500,1400,100,200,200
1,h,59,2255,500,1400,100,200,200
1,h,60,2255,500,1400,100,200,200
1,h,61,2255,500,1400,100,200,200
1,h,62,2255,500,1400,100,200,200
1,h,63,2255,500,1400,100,200,200
2,l,0,2255,500,1400,100,200,200
2,l,1,2255,500,1400,100,200,200
2,l,2,2255,500,1400,100,200,200
2,l,3,2255,500,1400,100,200,200
2,l,4,2255,500,1400,100,200,200
2,l,5,2255,500,1400,100,200,200
2,l,6,2255,500,1400,100,200,200
2,l,7,2255,500,1400,100,200,200
2,l,8,2255,500,1400,100,200,200
2,l,9,2255,500,1400,100,200,200
2,l,10,2255,500,1400,100,200,200
2,l,11,2255,500,1400,100,200,200
2,l,12,2255,500,1400,100,200,200
2,l,13,2255,500,1400,100,200,200
2,l,14,2255,500,1400,100,200,200
2,l,15,2255,500,1400,100,200,200
2,l,16,2255,500,1400,100,200,200
2,l,17,2255,500,1400,100,200,200
2,l,18,2255,500,1400,100,200,200
2,l,19,2255,500,1400,100,200,200
2,l,20,2255,500,1400,100,200,200
2,l,21,2255,500,1400,100,200,200
2,l,22,2255,500,1400,100,200,200
2,l,23,2255,500,1400,100,200,200
2,l,24,2255,500,1400,100,200,200
2,l,25,2255,500,1400,100,200,200
2,l,26,2255,500,1400,100,200,200
2,l,27,2255,500,1400,100,200,200
2,l,28,2255,500,1400,100,200,200
2,l,29,2255,500,1400,100,200,200
2,l,30,2255,500,1400,100,200,200
2,l,31,2255,500,1400,100,200,200
2,l,32,2255,500,1400,100,200,200
2,l,33,2255,500,1400,100,200,200
2,l,34,2255,500,1400,100,200,200
2,l,35,2255,500,1400,100,200,200
2,l,36,2255,500,1400,100,200,200
2,l,37,2255,500,1400,100,200,200
2,l,38,2255,500,1400,100,200,200
2,l,39,2255,500,1400,100,200,200
2,l,40,2255,500,1400,100,200,200
2,l,41,2255,500,1400,100,200,200
2,l,42,2255,500,1400,100,200,200
2,l,43,2255,500,1400,100,200,200
2,l,44,2255,500,1400,100,200,200
2,l,45,2255,500,1400,100,200,200
2,l,46,2255,500,1400,100,200,200
2,l,47,2255,500,1400,100,200,200
2,l,48,2255,500,1400,100,200,200
2,l,49,2255,500,1400,100,200,200
2,l,50,2255,500,1400,100,200,200
2,l,51,2255,500,1400,100,200,200
2,l,52,2255,500,1400,100,200,200
2,l,53,2255,500,1400,100,200,200
2,l,54,2255,500,1400,100,200,200
2,l,55,2255,500,1400,100,200,200
2,l,56,2255,500,1400,100,200,200
2,l,57,2255,500,1400,100,200,200
2,l,58,2255,500,1400,100,200,200
2,l,59,2255,500,1400,100,200,200
2,l,60,2255,500,1400,100,200,200
2,l,61,2255,500,1400,100,200,200
2,l,62,2255,500,1400,100,200,200
2,l,63,2255,500,1400,100,200,200
2,l,64,2255,500,1400,100,200,200
2,h,65,2255,500,1400,100,200,200
2,h,0,2255,500,1400,100,200,200
2,h,1,2255,500,1400,100,200,200
2,h,2,2255,500,1400,100,200,200
2,h,3,2255,500,1400,100,200,200
2,h,4,2255,500,1400,100,200,200
2,h,5,2255,500,1400,100,200,200
2,h,6,2255,500,1400,100,200,200
2,h,7,2255,500,1400,100,200,200
2,h,8,2255,500,1400,100,200,200
2,h,9,2255,500,1400,100,200,200
2,h,10,2255,500,1400,100,200,200
2,h,11,2255,500,1400,100,200,200
2,h,12,2255,500,1400,100,200,200
2,h,13,2255,500,1400,100,200,200
2,h,14,2255,500,1400,100,200,200
2,h,15,2255,500,1400,100,200,200
2,h,16,2255,500,1400,100,200,200
2,h,17,2255,500,1400,100,200,200
2,h,18,2255,500,1400,100,200,200
2,h,19,2255,500,1400,100,200,200
2,h,20,2255,500,1400,100,200,200
2,h,21,2255,500,1400,100,200,200
2,h,22,2255,500,1400,100,200,200
2,h,23,2255,500,1400,100,200,200
2,h,24,2255,500,1400,100,200,200
2,h,25,2255,500,1400,100,200,200
2,h,26,2255,500,1400,100,200,200
2,h,27,2255,500,1400,100,200,200
2,h,28,2255,500,1400,100,200,200
2,h,29,2255,500,1400,100,200,200
2,h,30,2255,500,1400,100,200,200
2,h,31,2255,500,1400,100,200,200
2,h,32,2255,500,1400,100,200,200
2,h,33,2255,500,1400,100,200,200
2,h,34,2255,500,1400,100,200,200
2,h,35,2255,500,1400,100,200,200
2,h,36,2255,500,1400,100,200,200
2,h,37,2255,500,1400,100,200,200
2,h,38,2255,500,1400,100,200,200
2,h,39,2255,500,1400,100,200,200
2,h,40,2255,500,1400,100,200,200
2,h,41,2255,500,1400,100,200,200
2,h,42,2255,500,1400,100,200,200
2,h,43,2255,500,1400,100,200,200
2,h,44,2255,500,1400,100,200,200
2,h,45,2255,500,1400,100,200,200
2,h,46,2255,500,1400,100,200,200
2,h,47,2255,500,1400,100,200,200
2,h,48,2255,500,1400,100,200,200
2,h,49,2255,500,1400,100,200,200
2,h,50,2255,500,1400,100,200,200
2,h,51,2255,500,1400,100,200,200
2,h,52,2255,500,1400,100,200,200
2,h,53,2255,500,1400,100,200,200
2,h,54,2255,500,1400,100,200,200
2,h,55,2255,500,1400,100,200,200
2,h,56,2255,500,1400,100,200,200
2,h,57,2255,500,1400,100,200,200
2,h,58,2255,500,1400,100,200,200
2,h,59,2255,500,1400,100,200,200
2,h,60,2255,500,1400,100,200,200
2,h,61,2255,500,1400,100,200,200
2,h,62,2255,500,1400,100,200,200
2,h,63,2255,500,1400,100,200,200
3,l,0,2255,500,1400,100,200,200
3,l,1,2255,500,1400,100,200,200
3,l,2,2255,500,1400,100,200,200
3,l,3,2255,500,1400,100,200,200
3,l,4,2255,500,1400,100,200,200
3,l,5,2255,500,1400,100,200,200
3,l,6,2255,500,1400,100,200,200
3,l,7,2255,500,1400,100,200,200
3,l,8,2255,500,1400,100,200,200
3,l,9,2255,500,1400,100,200,200
3,l,10,2255,500,1400,100,200,200
3,l,11,2255,500,1400,100,200,200
3,l,12,2255,500,1400,100,200,200
3,l,13,2255,500,1400,100,200,200
3,l,14,2255,500,1400,100,200,200
3,l,15,2255,500,1400,100,200,200
3,l,16,2255,500,1400,100,200,200
3,l,17,2255,500,1400,100,200,200
3,l,18,2255,500,1400,100,200,200
3,l,19,2255,500,1400,100,200,200
3,l,20,2255,500,1400,100,200,200
3,l,21,2255,500,1400,100,200,200
3,l,22,2255,500,1400,100,200,200
3,l,23,2255,500,1400,100,200,200
3,l,24,2255,500,1400,100,200,200
3,l,25,2255,500,1400,100,200,200
3,l,26,2255,500,1400,100,200,200
3,l,27,2255,500,1400,100,200,200
3,l,28,2255,500,1400,100,200,200
3,l,29,2255,500,1400,100,200,200
3,l,30,2255,500,1400,100,200,200
3,l,31,2255,500,1400,100,200,200
3,l,32,2255,500,1400,100,200,200
3,l,33,2255,500,1400,100,200,200
3,l,34,2255,500,1400,100,200,200
3,l,35,2255,500,1400,100,200,200
3,l,36,2255,500,1400,100,200,200
3,l,37,2255,500,1400,100,200,200
3,l,38,2255,500,1400,100,200,200
3,l,39,2255,500,1400,100,200,200
3,l,40,2255,500,1400,100,200,200
3,l,41,2255,500,1400,100,200,200
3,l,42,2255,500,1400,100,200,200
3,l,43,2255,500,1400,100,200,200
3,l,44,2255,500,1400,100,200,200
3,l,45,2255,500,1400,100,200,200
3,l,46,2255,500,1400,100,200,200
3,l,47,2255,500,1400,100,200,200
3,l,48,2255,500,1400,100,200,200
3,l,49,2255,500,1400,100,200,200
3,l,50,2255,500,1400,100,200,200
3,l,51,2255,500,1400,100,200,200
3,l,52,2255,500,1400,100,200,200
3,l,53,2255,500,1400,100,200,200
3,l,54,2255,500,1400,100,200,200
3,l,55,2255,500,1400,100,200,200
3,l,56,2255,500,1400,100,200,200
3,l,57,2255,500,1400,100,200,200
3,l,58,2255,500,1400,100,200,200
3,l,59,2255,500,1400,100,200,200
3,l,60,2255,500,1400,100,200,200
3,l,61,2255,500,1400,100,200,200
3,l,62,2255,500,1400,100,200,200
3,l,63,2255,500,1400,100,200,200
3,l,64,2255,500,1400,100,200,200
3,h,65,2255,500,1400,100,200,200
3,h,0,2255,500,1400,100,200,200
3,h,1,2255,500,1400,100,200,200
3,h,2,2255,500,1400,100,200,200
3,h,3,2255,500,1400,100,200,200
3,h,4,2255,500,1400,100,200,200
3,h,5,2255,500,1400,100,200,200
3,h,6,2255,500,1400,100,200,200
3,h,7,2255,500,1400,100,200,200
3,h,8,2255,500,1400,100,200,200
3,h,9,2255,500,1400,100,200,200
3,h,10,2255,500,1400,100,200,200
3,h,11,2255,500,1400,100,200,200
3,h,12,2255,500,1400,100,200,200
3,h,13,2255,500,1400,100,200,200
3,h,14,2255,500,1400,100,200,200
3,h,15,2255,500,1400,100,200,200
3,h,16,2255,500,1400,100,200,200
3,h,17,2255,500,1400,100,200,200
3,h,18,2255,500,1400,100,200,200
3,h,19,2255,500,1400,100,200,200
3,h,20,2255,500,1400,100,200,200
3,h,21,2255,500,1400,100,200,200
3,h,22,2255,500,1400,100,200,200
3,h,23,2255,500,1400,100,200,200
3,h,24,2255,500,1400,100,200,200
3,h,25,2255,500,1400,100,200,200
3,h,26,2255,500,1400,100,200,200
3,h,27,2255,500,1400,100,200,200
3,h,28,2255,500,1400,100,200,200
3,h,29,2255,500,1400,100,200,200
3,h,30,2255,500,1400,100,200,200
3,h,31,2255,500,1400,100,200,200
3,h,32,2255,500,1400,100,200,200
3,h,33,2255,500,1400,100,200,200
3,h,34,2255,500,1400,100,200,200
3,h,35,2255,500,1400,100,200,200
3,h,36,2255,500,1400,100,200,200
3,h,37,2255,500,1400,100,200,200
3,h,38,2255,500,1400,100,200,200
3,h,39,2255,500,1400,100,200,200
3,h,40,2255,500,1400,100,200,200
3,h,41,2255,500,1400,100,200,200
3,h,42,2255,500,1400,100,200,200
3,h,43,2255,500,1400,100,200,200
3,h,44,2255,500,1400,100,200,200
3,h,45,2255,500,1400,100,200,200
3,h,46,2255,500,1400,100,200,200
3,h,47,2255,500,1400,100,200,200
3,h,48,2255,500,1400,100,200,200
3,h,49,2255,500,1400,100,200,200
3,h,50,2255,500,1400,100,200,200
3,h,51,2255,500,1400,100,200,200
3,h,52,2255,500,1400,100,200,200
3,h,53,2255,500,1400,100,200,200
3,h,54,2255,500,1400,100,200,200
3,h,55,2255,500,1400,100,200,200
3,h,56,2255,500,1400,100,200,200
3,h,57,2255,500,1400,100,200,200
3,h,58,2255,500,1400,100,200,200
3,h,59,2255,500,1400,100,200,200
3,h,60,2255,500,1400,100,200,200
3,h,61,2255,500,1400,100,200,200
3,h,62,2255,500,1400,100,200,200
3,h,63,2255,500,1400,100,200,200
4,l,0,2255,500,1400,100,200,200
4,l,1,2255,500,1400,100,200,200
4,l,2,2255,500,1400,100,200,200
4,l,3,2255,500,1400,100,200,200
4,l,4,2255,500,1400,100,200,200
4,l,5,2255,500,1400,100,200,200
4,l,6,2255,500,1400,100,200,200
4,l,7,2255,500,1400,100,200,200
4,l,8,2255,500,1400,100,200,200
4,l,9,2255,500,1400,100,200,200
4,l,10,2255,500,1400,100,200,200
4,l,11,2255,500,1400,100,200,200
4,l,12,2255,500,1400,100,200,200
4,l,13,2255,500,1400,100,200,200
4,l,14,2255,500,1400,100,200,200
4,l,15,2255,500,1400,100,200,200
4,l,16,2255,500,1400,100,200,200
4,l,17,2255,500,1400,100,200,200
4,l,18,2255,500,1400,100,200,200
4,l,19,2255,500,1400,100,200,200
4,l,20,2255,500,1400,100,200,200
4,l,21,2255,500,1400,100,200,200
4,l,22,2255,500,1400,100,200,200
4,l,23,2255,500,1400,100,200,200
4,l,24,2255,500,1400,100,200,200
4,l,25,2255,500,1400,100,200,200
4,l,26,2255,500,1400,100,200,200
4,l,27,2255,500,1400,100,200,200
4,l,28,2255,500,1400,100,200,200
4,l,29,2255,500,1400,100,200,200
4,l,30,2255,500,1400,100,200,200
4,l,31,2255,500,1400,100,200,200
4,l,32,2255,500,1400,100,200,200
4,l,33,2255,500,1400,100,200,200
4,l,34,2255,500,1400,100,200,200
4,l,35,2255,500,1400,100,200,200
4,l,36,2255,500,1400,100,200,200
4,l,37,2255,500,1400,100,200,200
4,l,38,2255,500,1400,100,200,200
4,l,39,2255,500,1400,100,200,200
4,l,40,2255,500,1400,100,200,200
4,l,41,2255,500,1400,100,200,200
4,l,42,2255,500,1400,100,200,200
4,l,43,2255,500,1400,100,200,200
4,l,44,2255,500,1400,100,200,200
4,l,45,2255,500,1400,100,200,200
4,l,46,2255,500,1400,100,200,200
4,l,47,2255,500,1400,100,200,200
4,l,48,2255,500,1400,100,200,200
4,l,49,2255,500,1400,100,200,200
4,l,50,2255,500,1400,100,200,200
4,l,51,2255,500,1400,100,200,200
4,l,52,2255,500,1400,100,200,200
4,l,53,2255,500,1400,100,200,200
4,l,54,2255,500,1400,100,200,200
4,l,55,2255,500,1400,100,200,200
4,l,56,2255,500,1400,100,200,200
4,l,57,2255,500,1400,100,200,200
4,l,58,2255,500,1400,100,200,200
4,l,59,2255,500,1400,100,200,200
4,l,60,2255,500,1400,100,200,200
4,l,61,2255,500,1400,100,200,200
4,l,62,2255,500,1400,100,200,200
4,l,63,2255,500,1400,100,200,200
4,l,64,2255,500,1400,100,200,200
4,h,65,2255,500,1400,100,200,200
4,h,0,2255,500,1400,100,200,200
4,h,1,2255,500,1400,100,200,200
4,h,2,2255,500,1400,100,200,200
4,h,3,2255,500,1400,100,200,200
4,h,4,2255,500,1400,100,200,200
4,h,5,2255,500,1400,100,200,200
4,h,6,2255,500,1400,100,200,200
4,h,7,2255,500,1400,100,200,200
4,h,8,2255,500,1400,100,200,200
4,h,9,2255,500,1400,100,200,200
4,h,10,2255,500,1400,100,200,200
4,h,11,2255,500,1400,100,200,200
4,h,12,2255,500,1400,100,200,200
4,h,13,2255,500,1400,100,200,200
4,h,14,2255,500,1400,100,200,200
4,h,15,2255,500,1400,100,200,200
4,h,16,2255,500,1400,100,200,200
4,h,17,2255,500,1400,100,200,200
4,h,18,2255,500,1400,100,200,200
4,h,19,2255,500,1400,100,200,200
4,h,20,2255,500,1400,100,200,200
4,h,21,2255,500,1400,100,200,200
4,h,22,2255,500,1400,100,200,200
4,h,23,2255,500,1400,100,200,200
4,h,24,2255,500,1400,100,200,200
4,h,25,2255,500,1400,100,200,200
4,h,26,2255,500,1400,100,200,200
4,h,27,2255,500,1400,100,200,200
4,h,28,2255,500,1400,100,200,200
4,h,29,2255,500,1400,100,200,200
4,h,30,2255,500,1400,100,200,200
4,h,31,2255,500,1400,100,200,200
4,h,32,2255,500,1400,100,200,200
4,h,33,2255,500,1400,100,200,200
4,h,34,2255,500,1400,100,200,200
4,h,35,2255,500,1400,100,200,200
4,h,36,2255,500,1400,100,200,200
4,h,37,2255,500,1400,100,200,200
4,h,38,2255,500,1400,100,200,200
4,h,39,2255,500,1400,100,200,200
4,h,40,2255,500,1400,100,200,200
4,h,41,2255,500,1400,100,200,200
4,h,42,2255,500,1400,100,200,200
4,h,43,2255,500,1400,100,200,200
4,h,44,2255,500,1400,100,200,200
4,h,45,2255,500,1400,100,200,200
4,h,46,2255,500,1400,100,200,200
4,h,47,2255,500,1400,100,200,200
4,h,48,2255,500,1400,100,200,200
4,h,49,2255,500,1400,100,200,200
4,h,50,2255,500,1400,100,200,200
4,h,51,2255,500,1400,100,200,200
4,h,52,2255,500,1400,100,200,200
4,h,53,2255,500,1400,100,200,200
4,h,54,2255,500,1400,100,200,200
4,h,55,2255,500,1400,100,200,200
4,h,56,2255,500,1400,100,200,200
4,h,57,2255,500,1400,100,200,200
4,h,58,2255,500,1400,100,200,200
4,h,59,2255,500,1400,100,200,200
4,h,60,2255,500,1400,100,200,200
4,h,61,2255,500,1400,100,200,200
4,h,62,2255,500,1400,100,200,200
4,h,63,2255,500,1400,100,200,200
5,l,0,2255,500,1400,100,200,200
5,l,1,2255,500,1400,100,200,200
5,l,2,2255,500,1400,100,200,200
5,l,3,2255,500,1400,100,200,200
5,l,4,2255,500,1400,100,200,200
5,l,5,2255,500,1400,100,200,200
5,l,6,2255,500,1400,100,200,200
5,l,7,2255,500,1400,100,200,200
5,l,8,2255,500,1400,100,200,200
5,l,9,2255,500,1400,100,200,200
5,l,10,2255,500,1400,100,200,200
5,l,11,2255,500,1400,100,200,200
5,l,12,2255,500,1400,100,200,200
5,l,13,2255,500,1400,100,200,200
5,l,14,2255,500,1400,100,200,200
5,l,15,2255,500,1400,100,200,200
5,l,16,2255,500,1400,100,200,200
5,l,17,2255,500,1400,100,200,200
5,l,18,2255,500,1400,100,200,200
5,l,19,2255,500,1400,100,200,200
5,l,20,2255,500,1400,100,200,200
5,l,21,2255,500,1400,100,200,200
5,l,22,2255,500,1400,100,200,200
5,l,23,2255,500,1400,100,200,200
5,l,24,2255,500,1400,100,200,200
5,l,25,2255,500,1400,100,200,200
5,l,26,2255,500,1400,100,200,200
5,l,27,2255,500,1400,100,200,200
5,l,28,2255,500,1400,100,200,200
5,l,29,2255,500,1400,100,200,200
5,l,30,2255,500,1400,100,200,200
5,l,31,2255,500,1400,100,200,200
5,l,32,2255,500,1400,100,200,200
5,l,33,2255,500,1400,100,200,200
5,l,34,2255,500,1400,100,200,200
5,l,35,2255,500,1400,100,200,200
5,l,36,2255,500,1400,100,200,200
5,l,37,2255,500,1400,100,200,200
5,l,38,2255,500,1400,100,200,200
5,l,39,2255,500,1400,100,200,200
5,l,40,2255,500,1400,100,200,200
5,l,41,2255,500,1400,100,200,200
5,l,42,2255,500,1400,100,200,200
