STRIP_ID,Detector,detector_side,Strip,threshold_ADC,threshold_keV
895,6,l,31,1563,8.26927
832,6,l,32,1541,7.82345
833,6,l,33,1551,6.67435
834,6,l,34,1507,7.52236
835,6,l,35,1585,7.55471
836,6,l,36,1635,8.63
837,6,l,37,1603,7.80405
838,6,l,38,1627,7.26384
839,6,l,39,1635,7.53165
840,6,l,40,1579,8.19765
841,6,l,41,1591,7.86997
842,6,l,42,1617,8.47262
843,6,l,43,1557,6.99308
844,6,l,44,1581,7.49487
845,6,l,45,1551,7.64967
846,6,l,46,1581,7.37149
847,6,l,47,1629,7.42239
848,6,l,48,1585,7.88716
849,6,l,49,1561,7.49034
850,6,l,50,1631,6.04727
851,6,l,51,1521,6.72553
852,6,l,52,1577,6.4808
853,6,l,53,1583,7.92508
854,6,l,54,1551,7.79641
855,6,l,55,1683,7.26237
856,6,l,56,1589,7.52427
857,6,l,57,1579,7.06522
858,6,l,58,1573,7.68841
859,6,l,59,1561,8.04789
860,6,l,60,1561,8.08653
861,6,l,61,1553,7.35967
862,6,l,62,1655,8.5392
863,6,l,63,1619,10.5997
2061,6,l,64,1755,25.7514
928,7,h,0,1663,8.10015
929,7,h,1,1603,6.78027
930,7,h,2,1603,5.23654
931,7,h,3,1649,7.02411
932,7,h,4,1675,10.0214
933,7,h,5,1619,8.07399
934,7,h,6,1641,7.80297
935,7,h,7,1703,6.54404
936,7,h,8,1605,9.59822
937,7,h,9,1603,8.86464
938,7,h,10,1647,5.89565
939,7,h,11,1639,8.14004
940,7,h,12,1641,8.9258
941,7,h,13,1613,7.86407
942,7,h,14,1661,4.87729
943,7,h,15,1647,3.09219
944,7,h,16,1667,9.32396
945,7,h,17,1589,6.5929
946,7,h,18,1629,6.22147
947,7,h,19,1597,7.32045
948,7,h,20,1647,4.69681
949,7,h,21,1611,7.76974
950,7,h,22,1655,7.56536
951,7,h,23,1647,7.75764
952,7,h,24,1629,8.5206
953,7,h,25,1653,6.71435
954,7,h,26,1605,5.85958
955,7,h,27,1675,6.80608
956,7,h,28,1617,7.49542
957,7,h,29,1639,7.09512
958,7,h,30,1649,8.52181
896,7,h,32,1675,17.7967
897,7,h,33,1619,9.98072
898,7,h,34,1639,11.0784
899,7,h,35,1727,10.2014
900,7,h,36,1693,6.11959
901,7,h,37,1563,7.98792
902,7,h,38,1603,7.99352
903,7,h,39,1625,9.74808
904,7,h,40,1667,3.95967
905,7,h,41,1697,6.22318
906,7,h,42,1699,7.54961
907,7,h,43,1607,8.39609
908,7,h,44,1637,8.20643
909,7,h,45,1639,8.86305
910,7,h,46,1679,7.52753
911,7,h,47,1635,7.11385
912,7,h,48,1675,5.60004
913,7,h,49,1677,4.51572
914,7,h,50,1677,8.5142
915,7,h,51,1649,6.96584
916,7,h,52,1585,7.15702
917,7,h,53,1661,9.04337
918,7,h,54,1637,3.31655
919,7,h,55,1673,7.75837
920,7,h,56,1651,6.36938
921,7,h,57,1685,8.80063
922,7,h,58,1619,6.74042
923,7,h,59,1679,6.09047
924,7,h,60,1689,7.57564
925,7,h,61,1651,7.90268
926,7,h,62,1665,5.38547
927,7,h,63,1699,7.24
2062,7,h,64,1671,14.1571
992,7,l,0,1631,11.6084
993,7,l,1,1625,6.46807
994,7,l,2,1617,6.13846
995,7,l,3,1637,7.51464
996,7,l,4,1635,5.72448
997,7,l,5,1585,7.31478
998,7,l,6,1549,7.44245
999,7,l,7,1631,8.18012
1000,7,l,8,1597,7.32448
1001,7,l,9,1579,7.39427
1002,7,l,10,1561,6.03164
1003,7,l,11,1629,7.76901
1004,7,l,12,1529,6.29791
1005,7,l,13,1587,7.60901
1006,7,l,14,1567,7.19575
1007,7,l,15,1611,7.00377
1008,7,l,16,1569,6.77918
1009,7,l,17,1529,7.97081
1010,7,l,18,1597,6.57524
1011,7,l,19,1533,6.02222
1012,7,l,20,1593,6.6177
1013,7,l,21,1573,7.86999
1014,7,l,22,1653,5.89769
1015,7,l,23,1567,7.00918
1016,7,l,24,1549,6.88737
1017,7,l,25,1515,6.57465
1018,7,l,26,1583,6.75629
1019,7,l,27,1599,6.12437
1020,7,l,28,1633,6.75418
1021,7,l,29,1569,7.43004
1022,7,l,30,1563,7.2221
1023,7,l,31,1563,8.13072
960,7,l,32,1537,7.74176
961,7,l,33,1547,5.97881
962,7,l,34,1501,6.87306
963,7,l,35,1581,6.96141
964,7,l,36,1629,7.31532
965,7,l,37,1597,6.86172
966,7,l,38,1623,7.04492
967,7,l,39,1629,7.19829
968,7,l,40,1573,7.492
969,7,l,41,1585,7.30717
970,7,l,42,1611,7.62527
971,7,l,43,1551,6.25522
972,7,l,44,1577,7.56073
973,7,l,45,1545,7.19074
974,7,l,46,1575,6.86935
975,7,l,47,1625,7.29156
976,7,l,48,1581,7.4034
977,7,l,49,1557,7.47076
978,7,l,50,1629,6.09387
979,7,l,51,1517,6.22021
980,7,l,52,1573,5.65518
981,7,l,53,1579,7.84879
982,7,l,54,1547,7.62968
983,7,l,55,1677,6.56925
984,7,l,56,1583,6.59863
985,7,l,57,1573,6.32297
986,7,l,58,1567,7.35079
987,7,l,59,1555,7.54702
988,7,l,60,1555,7.56411
989,7,l,61,1549,6.98361
990,7,l,62,1651,7.49307
991,7,l,63,1613,8.87705
2063,7,l,64,1751,23.3726
1056,8,h,0,1657,7.48045
1057,8,h,1,1601,6.53269
1058,8,h,2,1601,5.39894
1059,8,h,3,1645,6.00693
1060,8,h,4,1669,9.76147
1061,8,h,5,1617,7.86626
1062,8,h,6,1637,7.14297
1063,8,h,7,1701,6.40461
1064,8,h,8,1601,8.72248
1065,8,h,9,1599,8.36776
1066,8,h,10,1643,5.45597
1067,8,h,11,1635,7.48673
1068,8,h,12,1639,8.45631
1069,8,h,13,1611,8.77701
1070,8,h,14,1659,5.26371
1071,8,h,15,1643,2.55343
1072,8,h,16,1663,8.75732
1073,8,h,17,1587,6.36131
1074,8,h,18,1625,5.87491
1075,8,h,19,1593,6.63441
1076,8,h,20,1643,4.31162
1077,8,h,21,1607,7.61587
1078,8,h,22,1653,7.35932
1079,8,h,23,1645,8.1274
1080,8,h,24,1625,7.56978
1081,8,h,25,1649,6.03318
1082,8,h,26,1601,5.26548
1083,8,h,27,1669,5.93551
1084,8,h,28,1617,7.80244
1085,8,h,29,1637,6.65579
1086,8,h,30,1645,7.83304
1024,8,h,32,1681,10.5378
1025,8,h,33,1625,10.8359
1026,8,h,34,1643,11.3675
1027,8,h,35,1729,10.7435
1028,8,h,36,1699,7.37048
1029,8,h,37,1569,8.38119
1030,8,h,38,1609,8.72215
1031,8,h,39,1631,10.5761
1032,8,h,40,1673,5.38718
1033,8,h,41,1703,7.53368
1034,8,h,42,1705,8.67761
1035,8,h,43,1613,9.52915
1036,8,h,44,1641,9.04463
1037,8,h,45,1645,9.54026
1038,8,h,46,1683,8.22739
1039,8,h,47,1641,8.12611
1040,8,h,48,1681,6.86403
1041,8,h,49,1681,5.38435
1042,8,h,50,1683,9.44908
1043,8,h,51,1657,8.46734
1044,8,h,52,1589,7.64922
1045,8,h,53,1665,9.73037
1046,8,h,54,1643,4.55478
1047,8,h,55,1679,8.60701
1048,8,h,56,1655,7.07987
1049,8,h,57,1691,10.1415
1050,8,h,58,1623,7.30589
1051,8,h,59,1683,6.83896
1052,8,h,60,1693,8.31689
1053,8,h,61,1657,10.0453
1054,8,h,62,1671,6.77003
1055,8,h,63,1707,8.58445
2064,8,h,64,1667,0.444245
1120,8,l,0,1629,11.0446
1121,8,l,1,1633,8.45495
1122,8,l,2,1641,9.89552
1123,8,l,3,1575,7.06006
1124,8,l,4,1595,5.54238
1125,8,l,5,1633,6.65677
1126,8,l,6,1587,7.24796
1127,8,l,7,1589,8.02413
1128,8,l,8,1661,8.39587
1129,8,l,9,1637,9.57427
1130,8,l,10,1629,8.08389
1131,8,l,11,1707,6.66567
1132,8,l,12,1709,10.2533
1133,8,l,13,1601,7.99097
1134,8,l,14,1645,8.56975
1135,8,l,15,1661,6.7812
1136,8,l,16,1569,7.28712
1137,8,l,17,1575,6.04396
1138,8,l,18,1587,8.19118
1139,8,l,19,1623,7.75437
1140,8,l,20,1675,9.33457
1141,8,l,21,1585,6.20866
1142,8,l,22,1615,8.56645
1143,8,l,23,1703,6.54414
1144,8,l,24,1673,7.38822
1145,8,l,25,1651,7.21148
1146,8,l,26,1675,9.6445
1147,8,l,27,1623,7.3408
1148,8,l,28,1631,7.41742
1149,8,l,29,1655,9.45593
1150,8,l,30,1637,14.2833
1151,8,l,31,1655,19.6025
1088,8,l,32,1639,8.62098
1089,8,l,33,1575,7.78803
1090,8,l,34,1585,7.27887
1091,8,l,35,1541,6.78846
1092,8,l,36,1603,8.55872
1093,8,l,37,1585,7.76729
1094,8,l,38,1537,7.67526
1095,8,l,39,1605,6.45113
1096,8,l,40,1519,6.69346
1097,8,l,41,1481,6.11278
1098,8,l,42,1605,6.45142
1099,8,l,43,1507,6.49715
1100,8,l,44,1503,6.89637
1101,8,l,45,1541,7.43766
1102,8,l,46,1493,7.15824
1103,8,l,47,1529,8.14899
1104,8,l,48,1519,6.59089
1105,8,l,49,1509,6.42499
1106,8,l,50,1583,7.98638
1107,8,l,51,1629,6.16468
1108,8,l,52,1601,8.07827
1109,8,l,53,1597,7.15943
1110,8,l,54,1527,7.01635
1111,8,l,55,1497,6.85169
1112,8,l,56,1545,6.26702
1113,8,l,57,1541,7.46575
1114,8,l,58,1559,7.9642
1115,8,l,59,1555,7.36169
1116,8,l,60,1575,7.16888
1117,8,l,61,1643,6.93074
1118,8,l,62,1613,7.51112
1119,8,l,63,1543,11.0743
2065,8,l,64,1629,16.735
1184,9,h,0,1661,8.99945
1185,9,h,1,1601,7.27664
1186,9,h,2,1603,7.90057
1187,9,h,3,1647,7.52017
1188,9,h,4,1673,9.49135
1189,9,h,5,1619,8.54385
1190,9,h,6,1639,7.54459
1191,9,h,7,1703,7.65513
1192,9,h,8,1591,7.34293
1193,9,h,9,1601,9.0444
1194,9,h,10,1647,7.35312
1195,9,h,11,1637,8.67316
1196,9,h,12,1641,9.1017
1197,9,h,13,1613,8.36174
1198,9,h,14,1661,7.37282
1199,9,h,15,1647,6.30552
1200,9,h,16,1655,7.61604
1201,9,h,17,1587,7.66999
1202,9,h,18,1627,7.1701
1203,9,h,19,1597,8.01218
1204,9,h,20,1645,6.59746
1205,9,h,21,1609,8.05953
1206,9,h,22,1655,8.11811
1207,9,h,23,1645,7.96363
1208,9,h,24,1627,8.62868
1209,9,h,25,1651,7.11467
1210,9,h,26,1605,8.10238
1211,9,h,27,1673,8.07254
1212,9,h,28,1617,8.2655
1213,9,h,29,1639,7.99212
1214,9,h,30,1647,8.7159
1152,9,h,32,1677,10.5876
1153,9,h,33,1621,10.0589
1154,9,h,34,1639,10.4896
1155,9,h,35,1727,10.4249
1156,9,h,36,1693,7.86889
1157,9,h,37,1565,9.05005
1158,9,h,38,1605,8.88726
1159,9,h,39,1627,9.17485
1160,9,h,40,1667,7.62784
1161,9,h,41,1697,7.80327
1162,9,h,42,1699,8.35099
1163,9,h,43,1609,10.0567
1164,9,h,44,1639,9.30927
1165,9,h,45,1641,8.83769
1166,9,h,46,1681,8.36827
1167,9,h,47,1637,8.55887
1168,9,h,48,1677,8.02268
1169,9,h,49,1677,7.22715
1170,9,h,50,1679,9.11591
1171,9,h,51,1653,8.64252
1172,9,h,52,1587,8.22362
1173,9,h,53,1663,9.37889
1174,9,h,54,1639,6.97513
1175,9,h,55,1677,9.07205
1176,9,h,56,1653,8.1482
1177,9,h,57,1687,9.57162
1178,9,h,58,1621,8.34099
1179,9,h,59,1681,8.33758
1180,9,h,60,1689,8.93119
1181,9,h,61,1653,9.03467
1182,9,h,62,1667,7.87977
1183,9,h,63,1701,9.10755
2066,9,h,64,1659,12.0244
1248,9,l,0,1683,12.1296
1249,9,l,1,1633,11.6941
1250,9,l,2,1639,10.4993
1251,9,l,3,1637,9.97264
1252,9,l,4,1687,11.3663
1253,9,l,5,1595,11.0612
1254,9,l,6,1573,10.1114
1255,9,l,7,1567,11.4042
1256,9,l,8,1549,10.118
1257,9,l,9,1655,10.5747
1258,9,l,10,1661,10.4934
1259,9,l,11,1623,11.7292
1260,9,l,12,1667,10.4464
1261,9,l,13,1637,11.4122
1262,9,l,14,1653,10.4151
1263,9,l,15,1575,10.125
1264,9,l,16,1607,10.361
1265,9,l,17,1543,10.589
1266,9,l,18,1611,10.7042
1267,9,l,19,1539,11.4541
1268,9,l,20,1615,10.4213
1269,9,l,21,1547,12.1115
1271,9,l,23,1603,11.3794
1272,9,l,24,1615,10.9933
1273,9,l,25,1579,10.2906
1274,9,l,26,1641,10.9032
1275,9,l,27,1583,10.8767
1276,9,l,28,1619,10.75
1277,9,l,29,1585,11.218
1278,9,l,30,1557,11.681
1279,9,l,31,1587,10.9207
1216,9,l,32,1617,9.61618
1217,9,l,33,1609,8.13153
1218,9,l,34,1617,7.9438
1219,9,l,35,1661,9.6399
1220,9,l,36,1669,8.73946
1221,9,l,37,1641,9.4386
1222,9,l,38,1655,8.78904
1223,9,l,39,1595,9.27756
1224,9,l,40,1613,8.79046
1225,9,l,41,1603,8.69816
1226,9,l,42,1647,8.61327
1227,9,l,43,1615,7.82849
1228,9,l,44,1583,8.17188
1229,9,l,45,1623,9.34266
1230,9,l,46,1617,9.04791
1231,9,l,47,1639,9.1198
1232,9,l,48,1657,9.15065
1233,9,l,49,1619,9.23798
1234,9,l,50,1615,7.84819
1235,9,l,51,1679,6.85641
1236,9,l,52,1647,9.90752
1237,9,l,53,1643,10.6196
1238,9,l,54,1603,8.81604
1239,9,l,55,1607,7.40948
1240,9,l,56,1673,8.40152
1241,9,l,57,1673,8.89522
1242,9,l,58,1693,9.92079
1243,9,l,59,1553,8.19858
1244,9,l,60,1653,8.83243
1245,9,l,61,1625,8.45737
1246,9,l,62,1645,7.87282
1247,9,l,63,1649,9.28796
2067,9,l,64,1661,16.6929
1312,10,h,0,1665,8.29624
1313,10,h,1,1605,7.24664
1314,10,h,2,1605,5.62865
1315,10,h,3,1653,7.05237
1316,10,h,4,1677,11.1068
1317,10,h,5,1623,8.70834
1318,10,h,6,1645,8.41283
1319,10,h,7,1707,6.97935
1320,10,h,8,1607,9.86407
1321,10,h,9,1607,9.65925
1322,10,h,10,1651,6.34829
1323,10,h,11,1641,8.36669
1324,10,h,12,1645,9.49023
1325,10,h,13,1615,9.63327
1326,10,h,14,1665,5.49312
1327,10,h,15,1651,3.57873
1328,10,h,16,1669,9.59318
1329,10,h,17,1591,6.91723
1330,10,h,18,1633,6.89586
1331,10,h,19,1601,7.90865
1332,10,h,20,1651,5.28688
1333,10,h,21,1615,9.08966
1334,10,h,22,1659,8.31145
1335,10,h,23,1651,9.19817
1336,10,h,24,1631,8.81711
1337,10,h,25,1657,7.17582
1338,10,h,26,1607,6.06533
1339,10,h,27,1677,7.02454
1340,10,h,28,1621,8.18642
1341,10,h,29,1643,7.44872
1342,10,h,30,1651,8.54837
1280,10,h,32,1671,11.4113
1281,10,h,33,1617,9.57713
1282,10,h,34,1635,10.4654
1283,10,h,35,1723,11.019
1284,10,h,36,1689,5.13932
1285,10,h,37,1561,7.06741
1286,10,h,38,1599,7.31289
1287,10,h,39,1621,9.15929
1288,10,h,40,1661,2.76966
1289,10,h,41,1693,5.36003
1290,10,h,42,1695,6.88497
1291,10,h,43,1603,7.63231
1292,10,h,44,1633,7.68913
1293,10,h,45,1637,8.42255
1294,10,h,46,1677,7.33001
1295,10,h,47,1633,6.63555
1296,10,h,48,1671,4.5869
1297,10,h,49,1673,3.56367
1298,10,h,50,1675,8.28738
1299,10,h,51,1645,6.14362
1300,10,h,52,1581,6.42511
1301,10,h,53,1659,8.75738
1302,10,h,54,1633,2.32107
1303,10,h,55,1671,7.35796
1304,10,h,56,1647,5.8258
1305,10,h,57,1683,8.4737
1306,10,h,58,1617,5.90708
1307,10,h,59,1675,4.94458
1308,10,h,60,1685,6.61478
1309,10,h,61,1649,8.87564
1310,10,h,62,1661,4.63048
1311,10,h,63,1695,5.75366
2068,10,h,64,1689,17.0926
1376,10,l,0,1631,11.3967
1377,10,l,1,1625,6.74635
1378,10,l,2,1617,4.78411
1379,10,l,3,1639,8.3456
1380,10,l,4,1637,5.52511
1381,10,l,5,1587,7.67627
1382,10,l,6,1549,7.14217
1383,10,l,7,1631,8.20278
1384,10,l,8,1599,7.75334
1385,10,l,9,1581,7.45012
1386,10,l,10,1563,6.79058
1387,10,l,11,1629,7.77811
1388,10,l,12,1529,5.43498
1389,10,l,13,1589,7.9611
1390,10,l,14,1567,7.04698
1391,10,l,15,1613,7.34307
1392,10,l,16,1571,6.70908
1393,10,l,17,1529,7.8067
1394,10,l,18,1597,6.36054
1395,10,l,19,1535,5.04313
1396,10,l,20,1595,6.97817
1397,10,l,21,1575,7.86195
1398,10,l,22,1655,6.21244
1399,10,l,23,1567,7.01775
1400,10,l,24,1549,6.27765
1401,10,l,25,1517,6.71423
1402,10,l,26,1583,6.60891
1403,10,l,27,1599,5.78205
1404,10,l,28,1635,6.96776
1405,10,l,29,1571,7.53213
1406,10,l,30,1565,7.36075
1407,10,l,31,1565,7.75449
1344,10,l,32,1537,7.62528
1345,10,l,33,1547,5.67772
1346,10,l,34,1501,6.64718
1347,10,l,35,1581,5.93808
1348,10,l,36,1629,7.08803
1349,10,l,37,1597,6.60492
1350,10,l,38,1623,6.76502
1351,10,l,39,1629,7.11413
1352,10,l,40,1573,6.44484
1353,10,l,41,1587,7.53564
1354,10,l,42,1613,8.15605
1355,10,l,43,1551,6.31821
1356,10,l,44,1577,7.27602
1357,10,l,45,1545,7.17574
1358,10,l,46,1575,6.84972
1359,10,l,47,1623,6.7571
1360,10,l,48,1581,7.19972
1361,10,l,49,1557,7.57214
1362,10,l,50,1629,6.01536
1363,10,l,51,1517,5.31723
1364,10,l,52,1575,6.3896
1365,10,l,53,1581,8.51051
1367,10,l,55,1681,7.06632
1368,10,l,56,1583,6.55925
1369,10,l,57,1575,6.37716
1370,10,l,58,1569,7.69255
1371,10,l,59,1555,7.46186
1372,10,l,60,1555,7.3371
1373,10,l,61,1551,7.22513
1374,10,l,62,1651,7.54836
1375,10,l,63,1613,9.29434
2069,10,l,64,1753,24.4242
1440,11,h,0,1611,8.68115
1441,11,h,1,1651,8.40163
1442,11,h,2,1621,4.83833
1443,11,h,3,1643,6.16133
1444,11,h,4,1651,7.54546
1445,11,h,5,1591,6.83716
1446,11,h,6,1557,7.41337
1447,11,h,7,1637,7.63507
1448,11,h,8,1603,6.42984
1449,11,h,9,1597,8.87732
1450,11,h,10,1575,7.09294
1451,11,h,11,1645,9.73608
1452,11,h,12,1535,6.1654
1453,11,h,13,1593,6.14629
1454,11,h,14,1571,6.20238
1455,11,h,15,1617,6.26197
1456,11,h,16,1585,7.62987
1457,11,h,17,1535,7.30359
1458,11,h,18,1615,8.0604
1459,11,h,19,1549,7.19944
1460,11,h,20,1619,8.88992
1461,11,h,21,1579,6.60721
1462,11,h,22,1673,8.29659
1463,11,h,23,1571,7.21305
1464,11,h,24,1563,6.90022
1465,11,h,25,1523,6.06201
1466,11,h,26,1587,6.02014
1467,11,h,27,1615,7.68893
1468,11,h,28,1653,8.77177
1469,11,h,29,1577,7.31903
1470,11,h,30,1571,7.19044
1471,11,h,31,1569,6.9635
1408,11,h,32,1545,8.62711
1409,11,h,33,1565,8.4588
1410,11,h,34,1511,7.00386
1411,11,h,35,1591,6.85058
1412,11,h,36,1637,6.85486
1413,11,h,37,1609,8.01905
1414,11,h,38,1641,8.55062
1415,11,h,39,1641,7.79238
1416,11,h,40,1583,8.75022
1417,11,h,41,1583,6.06905
1418,11,h,42,1613,7.85662
1419,11,h,43,1561,7.81464
1420,11,h,44,1599,9.23668
1421,11,h,45,1567,10.5616
1422,11,h,46,1585,7.46044
1423,11,h,47,1635,8.75335
1424,11,h,48,1603,9.67674
1425,11,h,49,1569,7.50318
1426,11,h,50,1649,7.92643
1427,11,h,51,1547,9.68992
1428,11,h,52,1603,10.4103
1429,11,h,53,1589,9.21662
1430,11,h,54,1559,7.4425
1431,11,h,55,1691,7.44904
1432,11,h,56,1603,9.41411
1433,11,h,57,1593,7.69501
1434,11,h,58,1579,7.3743
1435,11,h,59,1567,7.54699
1436,11,h,60,1567,7.47839
1437,11,h,61,1569,8.03966
1438,11,h,62,1661,8.41464
1439,11,h,63,1623,9.18254
2070,11,h,64,1695,17.6642
1504,11,l,0,1603,7.08695
1505,11,l,1,1621,6.6969
1506,11,l,2,1639,9.20976
1507,11,l,3,1573,6.58944
1508,11,l,4,1593,6.15793
1509,11,l,5,1631,5.621
1510,11,l,6,1587,7.03792
1511,11,l,7,1587,7.41817
1512,11,l,8,1659,8.35249
1513,11,l,9,1637,10.335
1514,11,l,10,1627,7.07929
1515,11,l,11,1705,6.99395
1516,11,l,12,1709,10.2241
1517,11,l,13,1597,6.47413
1518,11,l,14,1641,7.61489
1520,11,l,16,1565,7.39102
1521,11,l,17,1571,5.81152
1522,11,l,18,1585,6.74324
1523,11,l,19,1623,6.92691
1524,11,l,20,1675,8.42487
1525,11,l,21,1581,5.42207
1526,11,l,22,1613,7.79208
1527,11,l,23,1705,6.26675
1528,11,l,24,1671,7.20235
1529,11,l,25,1649,6.86353
1530,11,l,26,1675,8.96183
1532,11,l,28,1625,6.61765
1533,11,l,29,1653,8.41589
1534,11,l,30,1607,8.87457
1535,11,l,31,1583,7.78194
1472,11,l,32,1647,8.96507
1473,11,l,33,1581,7.95653
1474,11,l,34,1579,4.94054
1475,11,l,35,1547,6.85758
1476,11,l,36,1609,7.5017
1477,11,l,37,1591,7.57037
1478,11,l,38,1543,6.44362
1479,11,l,39,1611,5.99
1480,11,l,40,1527,7.05742
1481,11,l,41,1489,6.53388
1482,11,l,42,1611,6.43604
1483,11,l,43,1513,6.81752
1484,11,l,44,1509,7.58639
1485,11,l,45,1539,6.80171
1486,11,l,46,1501,7.06072
1487,11,l,47,1539,8.08609
1488,11,l,48,1525,6.41328
1489,11,l,49,1517,7.30414
1490,11,l,50,1579,6.35228
1491,11,l,51,1627,6.48623
1492,11,l,52,1597,4.8818
1493,11,l,53,1603,7.5383
1494,11,l,54,1533,6.50979
1495,11,l,55,1505,7.21932
1496,11,l,56,1551,5.46617
1497,11,l,57,1537,6.29856
1498,11,l,58,1557,6.39822
1499,11,l,59,1563,7.809
1500,11,l,60,1583,6.83468
1501,11,l,61,1651,6.51145
1502,11,l,62,1619,6.94312
1503,11,l,63,1523,7.58475
2071,11,l,64,1611,11.8389
1568,12,h,0,1661,7.9345
1569,12,h,1,1601,6.54131
1570,12,h,2,1601,5.29993
1571,12,h,3,1647,6.34309
1572,12,h,4,1671,10.0101
1573,12,h,5,1619,8.15083
1574,12,h,6,1639,7.54707
1575,12,h,7,1703,6.79239
1576,12,h,8,1603,9.12349
1577,12,h,9,1601,8.63029
1578,12,h,10,1645,5.73824
1579,12,h,11,1637,7.86839
1580,12,h,12,1639,8.49689
1581,12,h,13,1611,8.71696
1582,12,h,14,1661,5.35157
1583,12,h,15,1645,3.03835
1584,12,h,16,1665,9.07323
1585,12,h,17,1587,6.52522
1586,12,h,18,1627,6.27395
1587,12,h,19,1595,6.91757
1588,12,h,20,1645,4.61562
1589,12,h,21,1609,7.86506
1590,12,h,22,1653,7.24979
1591,12,h,23,1647,8.33741
1592,12,h,24,1625,7.39642
1593,12,h,25,1651,6.21208
1594,12,h,26,1603,5.59506
1595,12,h,27,1671,6.3015
1596,12,h,28,1617,7.65635
1597,12,h,29,1639,6.92165
1598,12,h,30,1645,7.7809
1536,12,h,32,1677,10.8376
1537,12,h,33,1621,10.1053
1538,12,h,34,1641,10.8704
1539,12,h,35,1727,10.1315
1540,12,h,36,1695,6.56991
1541,12,h,37,1565,8.22684
1542,12,h,38,1605,8.20779
1543,12,h,39,1627,9.62797
1544,12,h,40,1669,4.73126
1545,12,h,41,1699,6.54195
1546,12,h,42,1701,7.741
1547,12,h,43,1609,8.66315
1548,12,h,44,1639,8.47923
1549,12,h,45,1643,8.67747
1550,12,h,46,1681,7.86972
1551,12,h,47,1637,7.33308
1552,12,h,48,1677,6.05046
1553,12,h,49,1679,4.96164
1554,12,h,50,1681,9.05659
1555,12,h,51,1653,7.60626
1556,12,h,52,1587,7.35736
1557,12,h,53,1663,9.23673
1558,12,h,54,1641,4.13018
1559,12,h,55,1677,8.31846
1560,12,h,56,1653,6.66901
1561,12,h,57,1687,8.97486
1562,12,h,58,1621,6.90897
1563,12,h,59,1681,6.4387
1564,12,h,60,1691,7.82915
1565,12,h,61,1653,9.10982
1566,12,h,62,1669,6.40411
1567,12,h,63,1703,8.41477
2072,12,h,64,1659,12.7741
1632,12,l,0,1595,5.8099
1633,12,l,1,1623,6.50148
1634,12,l,2,1615,4.75993
1635,12,l,3,1635,7.59226
1636,12,l,4,1633,4.24027
1637,12,l,5,1583,6.997
1638,12,l,6,1547,6.88717
1639,12,l,7,1629,7.93377
1640,12,l,8,1595,7.13755
1641,12,l,9,1577,6.90376
1642,12,l,10,1559,6.15297
1643,12,l,11,1627,7.65963
1644,12,l,12,1527,4.63221
1645,12,l,13,1585,7.34214
1646,12,l,14,1565,6.69095
1647,12,l,15,1609,6.83896
1648,12,l,16,1567,5.79856
1649,12,l,17,1527,7.52532
1650,12,l,18,1595,6.05625
1651,12,l,19,1531,5.08596
1652,12,l,20,1591,6.3844
1653,12,l,21,1571,7.21791
1654,12,l,22,1653,5.83365
1655,12,l,23,1565,6.77767
1656,12,l,24,1545,5.73468
1657,12,l,25,1515,6.49492
1658,12,l,26,1581,6.42044
1659,12,l,27,1597,4.78052
1660,12,l,28,1633,6.73147
1661,12,l,29,1567,7.0174
1662,12,l,30,1563,7.1121
1663,12,l,31,1551,6.12901
1600,12,l,32,1525,6.03002
1601,12,l,33,1543,4.33356
1602,12,l,34,1499,6.04441
1603,12,l,35,1579,5.90736
1604,12,l,36,1627,6.25055
1605,12,l,37,1593,6.1116
1606,12,l,38,1621,6.6934
1607,12,l,39,1629,7.21637
1608,12,l,40,1571,6.32856
1609,12,l,41,1583,7.12633
1610,12,l,42,1609,7.69431
1611,12,l,43,1549,6.17444
1612,12,l,44,1575,7.08243
1613,12,l,45,1545,7.23969
1614,12,l,46,1573,6.61493
1615,12,l,47,1621,6.66072
1616,12,l,48,1579,7.09156
1617,12,l,49,1555,7.10997
1618,12,l,50,1625,5.63399
1619,12,l,51,1513,4.54979
1620,12,l,52,1571,5.98105
1621,12,l,53,1575,7.10348
1622,12,l,54,1545,7.19721
1623,12,l,55,1675,6.2888
1624,12,l,56,1581,5.38023
1625,12,l,57,1571,5.19007
1626,12,l,58,1565,7.06712
1627,12,l,59,1553,7.30991
1628,12,l,60,1545,5.96908
1629,12,l,61,1545,6.4844
1630,12,l,62,1637,5.4452
1631,12,l,63,1587,5.1098
2073,12,l,64,1819,35.2053
1696,13,h,0,1659,7.83472
1697,13,h,1,1601,6.60033
1698,13,h,2,1603,5.81963
1699,13,h,3,1647,6.4193
1700,13,h,4,1673,10.4015
1701,13,h,5,1619,8.21776
1702,13,h,6,1641,7.9114
1703,13,h,7,1701,6.58205
1704,13,h,8,1591,7.2682
1705,13,h,9,1601,8.64081
1706,13,h,10,1645,5.86383
1707,13,h,11,1637,7.90738
1708,13,h,12,1639,8.64157
1709,13,h,13,1611,8.73995
1710,13,h,14,1661,5.70447
1711,13,h,15,1645,2.78436
1712,13,h,16,1655,7.46188
1713,13,h,17,1587,6.65568
1714,13,h,18,1627,6.14382
1715,13,h,19,1595,7.02734
1716,13,h,20,1645,4.60673
1717,13,h,21,1609,7.86314
1718,13,h,22,1653,7.34011
1719,13,h,23,1647,8.50483
1720,13,h,24,1627,7.93688
